Baseline,Tier,Parent,KPI,Grp_Comb,Num,Den,A0,Contribution,Parent,Child Ttl,QA Check,Parent Category,Parent Node,Child Category,Child Node,,,Category,Recommended Parent,Recommended Grp_Comb
,5,dom_int;I,A0,dom_int/station;I/GRU,2750,5750,47.83%,0.46%,945380,,,dom_int,I,dom_int/station,I/GRU,sys/div/dom_int/dom_int/station;DL/ACS/I/I/GND,,,,
,5,dom_int;I,A0,dom_int/station;I/GUA,1032,2257,45.72%,0.17%,945380,,,dom_int,I,dom_int/station,I/GUA,sys/div/dom_int/dom_int/station;DL/ACS/I/I/GRU,,,,
,5,dom_int;I,A0,dom_int/station;I/HAV,1714,3144,54.52%,0.29%,945380,,,dom_int,I,dom_int/station,I/HAV,sys/div/dom_int/dom_int/station;DL/ACS/I/I/GUA,,,,
,5,dom_int;I,A0,dom_int/station;I/HND,6995,12071,57.95%,1.18%,945380,,,dom_int,I,dom_int/station,I/HND,sys/div/dom_int/dom_int/station;DL/ACS/I/I/HAV,,,,
,5,dom_int;I,A0,dom_int/station;I/HNL,1539,2017,76.30%,0.26%,945380,,,dom_int,I,dom_int/station,I/HNL,sys/div/dom_int/dom_int/station;DL/ACS/I/I/HND,,,,
,5,dom_int;I,A0,dom_int/station;I/ICN,6978,11552,60.41%,1.17%,945380,,,dom_int,I,dom_int/station,I/ICN,sys/div/dom_int/dom_int/station;DL/ACS/I/I/HNL,,,,
,5,dom_int;I,A0,dom_int/station;I/IND,71,86,82.56%,0.01%,945380,,,dom_int,I,dom_int/station,I/IND,sys/div/dom_int/dom_int/station;DL/ACS/I/I/ICN,,,,
,5,dom_int;I,A0,dom_int/station;I/JFK,58586,90775,64.54%,9.86%,945380,,,dom_int,I,dom_int/station,I/JFK,sys/div/dom_int/dom_int/station;DL/ACS/I/I/IND,,,,
,5,dom_int;I,A0,dom_int/station;I/JNB,693,1759,39.40%,0.12%,945380,,,dom_int,I,dom_int/station,I/JNB,sys/div/dom_int/dom_int/station;DL/ACS/I/I/JFK,,,,
,5,dom_int;I,A0,dom_int/station;I/KIN,858,2003,42.84%,0.14%,945380,,,dom_int,I,dom_int/station,I/KIN,sys/div/dom_int/dom_int/station;DL/ACS/I/I/JNB,,,,
,5,dom_int;I,A0,dom_int/station;I/LAS,24,72,33.33%,0.00%,945380,,,dom_int,I,dom_int/station,I/LAS,sys/div/dom_int/dom_int/station;DL/ACS/I/I/KIN,,,,
,5,dom_int;I,A0,dom_int/station;I/LAX,10586,15695,67.45%,1.78%,945380,,,dom_int,I,dom_int/station,I/LAX,sys/div/dom_int/dom_int/station;DL/ACS/I/I/LAS,,,,
,5,dom_int;I,A0,dom_int/station;I/LGA,12357,17977,68.74%,2.08%,945380,,,dom_int,I,dom_int/station,I/LGA,sys/div/dom_int/dom_int/station;DL/ACS/I/I/LAX,,,,
,5,dom_int;I,A0,dom_int/station;I/LHR,11887,19669,60.44%,2.00%,945380,,,dom_int,I,dom_int/station,I/LHR,sys/div/dom_int/dom_int/station;DL/ACS/I/I/LGA,,,,
,5,dom_int;I,A0,dom_int/station;I/LIM,1102,2360,46.69%,0.19%,945380,,,dom_int,I,dom_int/station,I/LIM,sys/div/dom_int/dom_int/station;DL/ACS/I/I/LHR,,,,
,5,dom_int;I,A0,dom_int/station;I/LIR,2258,3506,64.40%,0.38%,945380,,,dom_int,I,dom_int/station,I/LIR,sys/div/dom_int/dom_int/station;DL/ACS/I/I/LIM,,,,
,5,dom_int;I,A0,dom_int/station;I/LIS,2188,3753,58.30%,0.37%,945380,,,dom_int,I,dom_int/station,I/LIS,sys/div/dom_int/dom_int/station;DL/ACS/I/I/LIR,,,,
,5,dom_int;I,A0,dom_int/station;I/LOS,308,2311,13.33%,0.05%,945380,,,dom_int,I,dom_int/station,I/LOS,sys/div/dom_int/dom_int/station;DL/ACS/I/I/LIS,,,,
,5,dom_int;I,A0,dom_int/station;I/MAD,1999,3987,50.14%,0.34%,945380,,,dom_int,I,dom_int/station,I/MAD,sys/div/dom_int/dom_int/station;DL/ACS/I/I/LOS,,,,
,5,dom_int;I,A0,dom_int/station;I/MBJ,5263,8137,64.68%,0.89%,945380,,,dom_int,I,dom_int/station,I/MBJ,sys/div/dom_int/dom_int/station;DL/ACS/I/I/MAD,,,,
,5,dom_int;I,A0,dom_int/station;I/MCI,4,86,4.65%,0.00%,945380,,,dom_int,I,dom_int/station,I/MCI,sys/div/dom_int/dom_int/station;DL/ACS/I/I/MBJ,,,,
,5,dom_int;I,A0,dom_int/station;I/MCO,358,882,40.59%,0.06%,945380,,,dom_int,I,dom_int/station,I/MCO,sys/div/dom_int/dom_int/station;DL/ACS/I/I/MCI,,,,
,5,dom_int;I,A0,dom_int/station;I/MEL,173,359,48.19%,0.03%,945380,,,dom_int,I,dom_int/station,I/MEL,sys/div/dom_int/dom_int/station;DL/ACS/I/I/MCO,,,,
,5,dom_int;I,A0,dom_int/station;I/MEX,11651,17184,67.80%,1.96%,945380,,,dom_int,I,dom_int/station,I/MEX,sys/div/dom_int/dom_int/station;DL/ACS/I/I/MEL,,,,
,5,dom_int;I,A0,dom_int/station;I/MHH,537,975,55.08%,0.09%,945380,,,dom_int,I,dom_int/station,I/MHH,sys/div/dom_int/dom_int/station;DL/ACS/I/I/MEX,,,,
,5,dom_int;I,A0,dom_int/station;I/MIA,2206,3144,70.17%,0.37%,945380,,,dom_int,I,dom_int/station,I/MIA,sys/div/dom_int/dom_int/station;DL/ACS/I/I/MHH,,,,
,5,dom_int;I,A0,dom_int/station;I/MSP,31654,48094,65.82%,5.33%,945380,,,dom_int,I,dom_int/station,I/MSP,sys/div/dom_int/dom_int/station;DL/ACS/I/I/MIA,,,,
,5,dom_int;I,A0,dom_int/station;I/MTY,1470,2032,72.34%,0.25%,945380,,,dom_int,I,dom_int/station,I/MTY,sys/div/dom_int/dom_int/station;DL/ACS/I/I/MSP,,,,
,5,dom_int;I,A0,dom_int/station;I/MUC,1598,2848,56.11%,0.27%,945380,,,dom_int,I,dom_int/station,I/MUC,sys/div/dom_int/dom_int/station;DL/ACS/I/I/MTY,,,,
,5,dom_int;I,A0,dom_int/station;I/MXP,2917,5003,58.31%,0.49%,945380,,,dom_int,I,dom_int/station,I/MXP,sys/div/dom_int/dom_int/station;DL/ACS/I/I/MUC,,,,
,5,dom_int;I,A0,dom_int/station;I/MZT,37,66,56.06%,0.01%,945380,,,dom_int,I,dom_int/station,I/MZT,sys/div/dom_int/dom_int/station;DL/ACS/I/I/MXP,,,,
,5,dom_int;I,A0,dom_int/station;I/NAS,6324,9224,68.56%,1.06%,945380,,,dom_int,I,dom_int/station,I/NAS,sys/div/dom_int/dom_int/station;DL/ACS/I/I/MZT,,,,
,5,dom_int;I,A0,dom_int/station;I/PLS,2338,3842,60.85%,0.39%,945380,,,dom_int,I,dom_int/station,I/PLS,sys/div/dom_int/dom_int/station;DL/ACS/I/I/NAS,,,,
,5,dom_int;I,A0,dom_int/station;I/POP,514,725,70.90%,0.09%,945380,,,dom_int,I,dom_int/station,I/POP,sys/div/dom_int/dom_int/station;DL/ACS/I/I/PLS,,,,
,5,dom_int;I,A0,dom_int/station;I/PTY,1268,2295,55.25%,0.21%,945380,,,dom_int,I,dom_int/station,I/PTY,sys/div/dom_int/dom_int/station;DL/ACS/I/I/POP,,,,
,5,dom_int;I,A0,dom_int/station;I/PUJ,6799,11140,61.03%,1.14%,945380,,,dom_int,I,dom_int/station,I/PUJ,sys/div/dom_int/dom_int/station;DL/ACS/I/I/PTY,,,,
,5,dom_int;I,A0,dom_int/station;I/PVG,2201,4880,45.10%,0.37%,945380,,,dom_int,I,dom_int/station,I/PVG,sys/div/dom_int/dom_int/station;DL/ACS/I/I/PUJ,,,,
,5,dom_int;I,A0,dom_int/station;I/PVR,5267,7885,66.80%,0.89%,945380,,,dom_int,I,dom_int/station,I/PVR,sys/div/dom_int/dom_int/station;DL/ACS/I/I/PVG,,,,
,5,dom_int;I,A0,dom_int/station;I/RAK,321,531,60.45%,0.05%,945380,,,dom_int,I,dom_int/station,I/RAK,sys/div/dom_int/dom_int/station;DL/ACS/I/I/PVR,,,,
,5,dom_int;I,A0,dom_int/station;I/RDU,24,86,27.91%,0.00%,945380,,,dom_int,I,dom_int/station,I/RDU,sys/div/dom_int/dom_int/station;DL/ACS/I/I/RAK,,,,
,5,dom_int;I,A0,dom_int/station;I/RTB,285,426,66.90%,0.05%,945380,,,dom_int,I,dom_int/station,I/RTB,sys/div/dom_int/dom_int/station;DL/ACS/I/I/RDU,,,,
,5,dom_int;I,A0,dom_int/station;I/SAL,1116,2027,55.06%,0.19%,945380,,,dom_int,I,dom_int/station,I/SAL,sys/div/dom_int/dom_int/station;DL/ACS/I/I/RTB,,,,
,5,dom_int;I,A0,dom_int/station;I/SAP,1080,2021,53.44%,0.18%,945380,,,dom_int,I,dom_int/station,I/SAP,sys/div/dom_int/dom_int/station;DL/ACS/I/I/SAL,,,,
,5,dom_int;I,A0,dom_int/station;I/SCL,834,2356,35.40%,0.14%,945380,,,dom_int,I,dom_int/station,I/SCL,sys/div/dom_int/dom_int/station;DL/ACS/I/I/SAP,,,,
,5,dom_int;I,A0,dom_int/station;I/SDQ,4199,8030,52.29%,0.71%,945380,,,dom_int,I,dom_int/station,I/SDQ,sys/div/dom_int/dom_int/station;DL/ACS/I/I/SCL,,,,
,5,dom_int;I,A0,dom_int/station;I/SEA,21779,30229,72.05%,3.67%,945380,,,dom_int,I,dom_int/station,I/SEA,sys/div/dom_int/dom_int/station;DL/ACS/I/I/SDQ,,,,
,5,dom_int;I,A0,dom_int/station;I/SJD,7884,11258,70.03%,1.33%,945380,,,dom_int,I,dom_int/station,I/SJD,sys/div/dom_int/dom_int/station;DL/ACS/I/I/SEA,,,,
,5,dom_int;I,A0,dom_int/station;I/SJO,1651,3233,51.07%,0.28%,945380,,,dom_int,I,dom_int/station,I/SJO,sys/div/dom_int/dom_int/station;DL/ACS/I/I/SJD,,,,
,5,dom_int;I,A0,dom_int/station;I/SKB,133,260,51.15%,0.02%,945380,,,dom_int,I,dom_int/station,I/SKB,sys/div/dom_int/dom_int/station;DL/ACS/I/I/SJO,,,,
,5,dom_int;I,A0,dom_int/station;I/SLC,17659,24935,70.82%,2.97%,945380,,,dom_int,I,dom_int/station,I/SLC,sys/div/dom_int/dom_int/station;DL/ACS/I/I/SKB,,,,
,5,dom_int;I,A0,dom_int/station;I/STI,3097,5955,52.01%,0.52%,945380,,,dom_int,I,dom_int/station,I/STI,sys/div/dom_int/dom_int/station;DL/ACS/I/I/SLC,,,,
,5,dom_int;I,A0,dom_int/station;I/SVD,333,478,69.67%,0.06%,945380,,,dom_int,I,dom_int/station,I/SVD,sys/div/dom_int/dom_int/station;DL/ACS/I/I/STI,,,,
,5,dom_int;I,A0,dom_int/station;I/SXM,1260,2752,45.78%,0.21%,945380,,,dom_int,I,dom_int/station,I/SXM,sys/div/dom_int/dom_int/station;DL/ACS/I/I/SVD,,,,
,5,dom_int;I,A0,dom_int/station;I/SYD,763,2325,32.82%,0.13%,945380,,,dom_int,I,dom_int/station,I/SYD,sys/div/dom_int/dom_int/station;DL/ACS/I/I/SXM,,,,
,5,dom_int;I,A0,dom_int/station;I/TLV,737,1536,47.98%,0.12%,945380,,,dom_int,I,dom_int/station,I/TLV,sys/div/dom_int/dom_int/station;DL/ACS/I/I/SYD,,,,
,5,dom_int;I,A0,dom_int/station;I/TPA,405,1123,36.06%,0.07%,945380,,,dom_int,I,dom_int/station,I/TPA,sys/div/dom_int/dom_int/station;DL/ACS/I/I/TLV,,,,
,5,dom_int;I,A0,dom_int/station;I/TPE,1069,2014,53.08%,0.18%,945380,,,dom_int,I,dom_int/station,I/TPE,sys/div/dom_int/dom_int/station;DL/ACS/I/I/TPA,,,,
,5,dom_int;I,A0,dom_int/station;I/TQO,1356,1870,72.51%,0.23%,945380,,,dom_int,I,dom_int/station,I/TQO,sys/div/dom_int/dom_int/station;DL/ACS/I/I/TPE,,,,
,5,dom_int;I,A0,dom_int/station;I/UIO,932,2043,45.62%,0.16%,945380,,,dom_int,I,dom_int/station,I/UIO,sys/div/dom_int/dom_int/station;DL/ACS/I/I/TQO,,,,
,5,dom_int;I,A0,dom_int/station;I/UVF,1153,2041,56.49%,0.19%,945380,,,dom_int,I,dom_int/station,I/UVF,sys/div/dom_int/dom_int/station;DL/ACS/I/I/UIO,,,,
,5,dom_int;I,A0,dom_int/station;I/VCE,1539,2946,52.24%,0.26%,945380,,,dom_int,I,dom_int/station,I/VCE,sys/div/dom_int/dom_int/station;DL/ACS/I/I/UVF,,,,
,5,dom_int;I,A0,dom_int/station;I/YUL,11449,18352,62.39%,1.93%,945380,,,dom_int,I,dom_int/station,I/YUL,sys/div/dom_int/dom_int/station;DL/ACS/I/I/VCE,,,,
,5,dom_int;I,A0,dom_int/station;I/YVR,11506,18797,61.21%,1.94%,945380,,,dom_int,I,dom_int/station,I/YVR,sys/div/dom_int/dom_int/station;DL/ACS/I/I/YUL,,,,
,5,dom_int;I,A0,dom_int/station;I/YWG,4358,6832,63.79%,0.73%,945380,,,dom_int,I,dom_int/station,I/YWG,sys/div/dom_int/dom_int/station;DL/ACS/I/I/YVR,,,,
,5,dom_int;I,A0,dom_int/station;I/YYC,5006,7491,66.83%,0.84%,945380,,,dom_int,I,dom_int/station,I/YYC,sys/div/dom_int/dom_int/station;DL/ACS/I/I/YWG,,,,
,5,dom_int;I,A0,dom_int/station;I/YYZ,23924,39309,60.86%,4.03%,945380,,,dom_int,I,dom_int/station,I/YYZ,sys/div/dom_int/dom_int/station;DL/ACS/I/I/YYC,,,,
,5,dom_int;I,A0,dom_int/station;I/ZRH,1510,2762,54.67%,0.25%,945380,,,dom_int,I,dom_int/station,I/ZRH,sys/div/dom_int/dom_int/station;DL/ACS/I/I/YYZ,,,,
,6,carrier/dom_int;DC/D,A0,carrier/dom_int/station;DC/D/ABE,3682,5774,63.77%,0.16%,3313841,3304313,FALSE,carrier/dom_int,DC/D,carrier/dom_int/station,DC/D/ABE,sys/div/dom_int/dom_int/station;DL/ACS/I/I/ZRH,,,,
,6,carrier/dom_int;DC/D,A0,carrier/dom_int/station;DC/D/ABQ,9523,11878,80.17%,0.41%,3313841,,,carrier/dom_int,DC/D,carrier/dom_int/station,DC/D/ABQ,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/DC/D/ABE,,,,
,6,carrier/dom_int;DC/D,A0,carrier/dom_int/station;DC/D/ABR,3270,4210,77.67%,0.14%,3313841,,,carrier/dom_int,DC/D,carrier/dom_int/station,DC/D/ABR,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/DC/D/ABQ,,,,
,6,carrier/dom_int;DC/D,A0,carrier/dom_int/station;DC/D/ABY,3704,5631,65.78%,0.16%,3313841,,,carrier/dom_int,DC/D,carrier/dom_int/station,DC/D/ABY,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/DC/D/ABR,,,,
,6,carrier/dom_int;DC/D,A0,carrier/dom_int/station;DC/D/AEX,4107,5783,71.02%,0.18%,3313841,,,carrier/dom_int,DC/D,carrier/dom_int/station,DC/D/AEX,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/DC/D/ABY,,,,
,6,carrier/dom_int;DC/D,A0,carrier/dom_int/station;DC/D/AGS,6903,10225,67.51%,0.30%,3313841,,,carrier/dom_int,DC/D,carrier/dom_int/station,DC/D/AGS,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/DC/D/AEX,,,,
,6,carrier/dom_int;DC/D,A0,carrier/dom_int/station;DC/D/ALB,5552,8856,62.69%,0.24%,3313841,,,carrier/dom_int,DC/D,carrier/dom_int/station,DC/D/ALB,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/DC/D/AGS,,,,
,6,carrier/dom_int;DC/D,A0,carrier/dom_int/station;DC/D/APN,2477,3353,73.87%,0.11%,3313841,,,carrier/dom_int,DC/D,carrier/dom_int/station,DC/D/APN,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/DC/D/ALB,,,,
,6,carrier/dom_int;DC/D,A0,carrier/dom_int/station;DC/D/ASE,2578,4481,57.53%,0.11%,3313841,,,carrier/dom_int,DC/D,carrier/dom_int/station,DC/D/ASE,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/DC/D/APN,,,,
,6,carrier/dom_int;DC/D,A0,carrier/dom_int/station;DC/D/ATL,155065,218252,71.05%,6.72%,3313841,,,carrier/dom_int,DC/D,carrier/dom_int/station,DC/D/ATL,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/DC/D/ASE,,,,
,6,carrier/dom_int;DC/D,A0,carrier/dom_int/station;DC/D/ATW,7511,11288,66.54%,0.33%,3313841,,,carrier/dom_int,DC/D,carrier/dom_int/station,DC/D/ATW,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/DC/D/ATL,,,,
,6,carrier/dom_int;DC/D,A0,carrier/dom_int/station;DC/D/ATY,1439,1766,81.48%,0.06%,3313841,,,carrier/dom_int,DC/D,carrier/dom_int/station,DC/D/ATY,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/DC/D/ATW,,,,
,6,carrier/dom_int;DC/D,A0,carrier/dom_int/station;DC/D/AUS,26676,36716,72.65%,1.16%,3313841,,,carrier/dom_int,DC/D,carrier/dom_int/station,DC/D/AUS,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/DC/D/ATY,,,,
,6,carrier/dom_int;DC/D,A0,carrier/dom_int/station;DC/D/AVL,3670,5455,67.28%,0.16%,3313841,,,carrier/dom_int,DC/D,carrier/dom_int/station,DC/D/AVL,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/DC/D/AUS,,,,
,6,carrier/dom_int;DC/D,A0,carrier/dom_int/station;DC/D/AZO,3573,5528,64.63%,0.15%,3313841,,,carrier/dom_int,DC/D,carrier/dom_int/station,DC/D/AZO,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/DC/D/AVL,,,,
,6,carrier/dom_int;DC/D,A0,carrier/dom_int/station;DC/D/BGM,1160,1700,68.24%,0.05%,3313841,,,carrier/dom_int,DC/D,carrier/dom_int/station,DC/D/BGM,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/DC/D/AZO,,,,
,6,carrier/dom_int;DC/D,A0,carrier/dom_int/station;DC/D/BGR,5007,7032,71.20%,0.22%,3313841,,,carrier/dom_int,DC/D,carrier/dom_int/station,DC/D/BGR,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/DC/D/BGM,,,,
,6,carrier/dom_int;DC/D,A0,carrier/dom_int/station;DC/D/BHM,5988,9593,62.42%,0.26%,3313841,,,carrier/dom_int,DC/D,carrier/dom_int/station,DC/D/BHM,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/DC/D/BGR,,,,
,6,carrier/dom_int;DC/D,A0,carrier/dom_int/station;DC/D/BIL,3201,3926,81.53%,0.14%,3313841,,,carrier/dom_int,DC/D,carrier/dom_int/station,DC/D/BIL,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/DC/D/BHM,,,,
,6,carrier/dom_int;DC/D,A0,carrier/dom_int/station;DC/D/BIS,5121,7331,69.85%,0.22%,3313841,,,carrier/dom_int,DC/D,carrier/dom_int/station,DC/D/BIS,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/DC/D/BIL,,,,
,6,carrier/dom_int;DC/D,A0,carrier/dom_int/station;DC/D/BJI,3028,4037,75.01%,0.13%,3313841,,,carrier/dom_int,DC/D,carrier/dom_int/station,DC/D/BJI,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/DC/D/BIS,,,,
,6,carrier/dom_int;DC/D,A0,carrier/dom_int/station;DC/D/BMI,2842,4301,66.08%,0.12%,3313841,,,carrier/dom_int,DC/D,carrier/dom_int/station,DC/D/BMI,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/DC/D/BJI,,,,
,6,carrier/dom_int;DC/D,A0,carrier/dom_int/station;DC/D/BNA,21075,31301,67.33%,0.91%,3313841,,,carrier/dom_int,DC/D,carrier/dom_int/station,DC/D/BNA,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/DC/D/BMI,,,,
,6,carrier/dom_int;DC/D,A0,carrier/dom_int/station;DC/D/BOI,15139,19504,77.62%,0.66%,3313841,,,carrier/dom_int,DC/D,carrier/dom_int/station,DC/D/BOI,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/DC/D/BNA,,,,
,6,carrier/dom_int;DC/D,A0,carrier/dom_int/station;DC/D/BOS,86575,128762,67.24%,3.75%,3313841,,,carrier/dom_int,DC/D,carrier/dom_int/station,DC/D/BOS,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/DC/D/BOI,,,,
,6,carrier/dom_int;DC/D,A0,carrier/dom_int/station;DC/D/BQK,4124,5920,69.66%,0.18%,3313841,,,carrier/dom_int,DC/D,carrier/dom_int/station,DC/D/BQK,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/DC/D/BOS,,,,
,6,carrier/dom_int;DC/D,A0,carrier/dom_int/station;DC/D/BRD,2572,3464,74.25%,0.11%,3313841,,,carrier/dom_int,DC/D,carrier/dom_int/station,DC/D/BRD,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/DC/D/BQK,,,,
,6,carrier/dom_int;DC/D,A0,carrier/dom_int/station;DC/D/BTM,1664,2006,82.95%,0.07%,3313841,,,carrier/dom_int,DC/D,carrier/dom_int/station,DC/D/BTM,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/DC/D/BRD,,,,
,6,carrier/dom_int;DC/D,A0,carrier/dom_int/station;DC/D/BTR,2466,3763,65.53%,0.11%,3313841,,,carrier/dom_int,DC/D,carrier/dom_int/station,DC/D/BTR,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/DC/D/BTM,,,,
,6,carrier/dom_int;DC/D,A0,carrier/dom_int/station;DC/D/BTV,7811,12112,64.49%,0.34%,3313841,,,carrier/dom_int,DC/D,carrier/dom_int/station,DC/D/BTV,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/DC/D/BTR,,,,
,6,carrier/dom_int;DC/D,A0,carrier/dom_int/station;DC/D/BUF,14347,20280,70.74%,0.62%,3313841,,,carrier/dom_int,DC/D,carrier/dom_int/station,DC/D/BUF,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/DC/D/BTV,,,,
,6,carrier/dom_int;DC/D,A0,carrier/dom_int/station;DC/D/BUR,3961,5442,72.79%,0.17%,3313841,,,carrier/dom_int,DC/D,carrier/dom_int/station,DC/D/BUR,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/DC/D/BUF,,,,
,6,carrier/dom_int;DC/D,A0,carrier/dom_int/station;DC/D/BWI,4509,6016,74.95%,0.20%,3313841,,,carrier/dom_int,DC/D,carrier/dom_int/station,DC/D/BWI,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/DC/D/BUR,,,,
,6,carrier/dom_int;DC/D,A0,carrier/dom_int/station;DC/D/BZN,5966,8237,72.43%,0.26%,3313841,,,carrier/dom_int,DC/D,carrier/dom_int/station,DC/D/BZN,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/DC/D/BWI,,,,
,6,carrier/dom_int;DC/D,A0,carrier/dom_int/station;DC/D/CAE,4802,7356,65.28%,0.21%,3313841,,,carrier/dom_int,DC/D,carrier/dom_int/station,DC/D/CAE,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/DC/D/BZN,,,,
,6,carrier/dom_int;DC/D,A0,carrier/dom_int/station;DC/D/CDC,2934,3492,84.02%,0.13%,3313841,,,carrier/dom_int,DC/D,carrier/dom_int/station,DC/D/CDC,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/DC/D/CAE,,,,
,6,carrier/dom_int;DC/D,A0,carrier/dom_int/station;DC/D/CHA,9711,14408,67.40%,0.42%,3313841,,,carrier/dom_int,DC/D,carrier/dom_int/station,DC/D/CHA,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/DC/D/CDC,,,,
,6,carrier/dom_int;DC/D,A0,carrier/dom_int/station;DC/D/CHO,6332,9642,65.67%,0.27%,3313841,,,carrier/dom_int,DC/D,carrier/dom_int/station,DC/D/CHO,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/DC/D/CHA,,,,
,6,carrier/dom_int;DC/D,A0,carrier/dom_int/station;DC/D/CHS,9215,15059,61.19%,0.40%,3313841,,,carrier/dom_int,DC/D,carrier/dom_int/station,DC/D/CHS,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/DC/D/CHO,,,,
,6,carrier/dom_int;DC/D,A0,carrier/dom_int/station;DC/D/CID,3163,5776,54.76%,0.14%,3313841,,,carrier/dom_int,DC/D,carrier/dom_int/station,DC/D/CID,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/DC/D/CHS,,,,
,6,carrier/dom_int;DC/D,A0,carrier/dom_int/station;DC/D/CIU,2580,3869,66.68%,0.11%,3313841,,,carrier/dom_int,DC/D,carrier/dom_int/station,DC/D/CIU,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/DC/D/CID,,,,
,6,carrier/dom_int;DC/D,A0,carrier/dom_int/station;DC/D/CLE,21639,33151,65.27%,0.94%,3313841,,,carrier/dom_int,DC/D,carrier/dom_int/station,DC/D/CLE,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/DC/D/CIU,,,,
,6,carrier/dom_int;DC/D,A0,carrier/dom_int/station;DC/D/CLT,17664,25281,69.87%,0.76%,3313841,,,carrier/dom_int,DC/D,carrier/dom_int/station,DC/D/CLT,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/DC/D/CLE,,,,
,6,carrier/dom_int;DC/D,A0,carrier/dom_int/station;DC/D/CMH,22747,33761,67.38%,0.99%,3313841,,,carrier/dom_int,DC/D,carrier/dom_int/station,DC/D/CMH,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/DC/D/CLT,,,,
,6,carrier/dom_int;DC/D,A0,carrier/dom_int/station;DC/D/COS,2901,3999,72.54%,0.13%,3313841,,,carrier/dom_int,DC/D,carrier/dom_int/station,DC/D/COS,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/DC/D/CMH,,,,
,6,carrier/dom_int;DC/D,A0,carrier/dom_int/station;DC/D/CRW,4428,7235,61.20%,0.19%,3313841,,,carrier/dom_int,DC/D,carrier/dom_int/station,DC/D/CRW,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/DC/D/COS,,,,
,6,carrier/dom_int;DC/D,A0,carrier/dom_int/station;DC/D/CSG,1883,3136,60.04%,0.08%,3313841,,,carrier/dom_int,DC/D,carrier/dom_int/station,DC/D/CSG,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/DC/D/CRW,,,,
,6,carrier/dom_int;DC/D,A0,carrier/dom_int/station;DC/D/CVG,31321,47136,66.45%,1.36%,3313841,,,carrier/dom_int,DC/D,carrier/dom_int/station,DC/D/CVG,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/DC/D/CSG,,,,
