KPI_Name,parent,node,Tier,sys,Mo_Nb,frst_flt_ind,station,dom_int,Baseline,Baseline_Num,Baseline_Den,Goal,Stretch,Contribution,Goal_Num,Goal_Den,Source,Goal_Yr,YTD_Num,YTD_Den
D0,sys/2/Not First Flight,LIT,4.1,sys,2,Not First Flight,LIT,,85.27,110,129,89.53,5.00%,0.001605206706845477,115.5,129,Cascaded,2027,115.50000000000001,129
D0,sys/2/Not First Flight,LOS,4.1,sys,2,Not First Flight,LOS,,3.85,1,26,4.04,5.00%,1.459278824404979e-05,1.05,26,Cascaded,2027,1.05,26
D0,sys/2/Not First Flight,LWS,4.1,sys,2,Not First Flight,LWS,,78.57,22,28,82.5,5.00%,0.0003210413413690954,23.1,28,Cascaded,2027,23.1,28
D0,sys/2/Not First Flight,MAD,4.1,sys,2,Not First Flight,MAD,,68.29,28,41,71.71,5.00%,0.00040859807083339414,29.4,41,Cascaded,2027,29.400000000000002,41
D0,sys/2/Not First Flight,MBJ,4.1,sys,2,Not First Flight,MBJ,,69.86,102,146,73.36,5.00%,0.0014884644008930786,107.1,146,Cascaded,2027,107.10000000000001,146
D0,sys/2/Not First Flight,MBS,4.1,sys,2,Not First Flight,MBS,,63.64,35,55,66.82,5.00%,0.0005107475885417427,36.75,55,Cascaded,2027,36.75,55
D0,sys/2/Not First Flight,MCI,4.1,sys,2,Not First Flight,MCI,,76.6,347,453,80.43,5.00%,0.005063697520685278,364.35,453,Cascaded,2027,364.35,453
D0,sys/2/Not First Flight,MCO,4.1,sys,2,Not First Flight,MCO,,54.1,746,1379,56.8,5.00%,0.010886220030061143,783.3,1379,Cascaded,2027,783.3000000000001,1379
D0,sys/2/Not First Flight,MDT,4.1,sys,2,Not First Flight,MDT,,54.41,37,68,57.13,5.00%,0.0005399331650298423,38.85,68,Cascaded,2027,38.85,68
D0,sys/2/Not First Flight,MDW,4.1,sys,2,Not First Flight,MDW,,67.38,157,233,70.75,5.00%,0.002291067754315817,164.85,233,Cascaded,2027,164.85000000000002,233
D0,sys/2/Not First Flight,MEM,4.1,sys,2,Not First Flight,MEM,,67.64,186,275,71.02,5.00%,0.002714258613393261,195.3,275,Cascaded,2027,195.3,275
D0,sys/2/Not First Flight,MEX,4.1,sys,2,Not First Flight,MEX,,75.26,146,194,79.02,5.00%,0.0021305470836312694,153.3,194,Cascaded,2027,153.3,194
D0,sys/2/Not First Flight,MFE,4.1,sys,2,Not First Flight,MFE,,78.95,45,57,82.89,5.00%,0.0006566754709822405,47.25,57,Cascaded,2027,47.25,57
D0,sys/2/Not First Flight,MFR,4.1,sys,2,Not First Flight,MFR,,87.18,68,78,91.54,5.00%,0.0009923096005953857,71.4,78,Cascaded,2027,71.4,78
D0,sys/2/Not First Flight,MGM,4.1,sys,2,Not First Flight,MGM,,71.7,76,106,75.28,5.00%,0.0011090519065477841,79.8,106,Cascaded,2027,79.80000000000001,106
D0,sys/2/Not First Flight,MHH,4.1,sys,2,Not First Flight,MHH,,70.83,17,24,74.38,5.00%,0.00024807740014884643,17.85,24,Cascaded,2027,17.85,24
D0,sys/2/Not First Flight,MIA,4.1,sys,2,Not First Flight,MIA,,47.99,359,748,50.39,5.00%,0.005238810979613875,376.95,748,Cascaded,2027,376.95000000000005,748
D0,sys/2/Not First Flight,MKE,4.1,sys,2,Not First Flight,MKE,,68.92,224,325,72.37,5.00%,0.003268784566667153,235.2,325,Cascaded,2027,235.20000000000002,325
D0,sys/2/Not First Flight,MLB,4.1,sys,2,Not First Flight,MLB,,69.05,58,84,72.5,5.00%,0.0008463817181548879,60.9,84,Cascaded,2027,60.900000000000006,84
D0,sys/2/Not First Flight,MLI,4.1,sys,2,Not First Flight,MLI,,44.83,13,29,47.07,5.00%,0.00018970624717264727,13.65,29,Cascaded,2027,13.65,29
D0,sys/2/Not First Flight,MLU,4.1,sys,2,Not First Flight,MLU,,73.08,38,52,76.73,5.00%,0.0005545259532738921,39.9,52,Cascaded,2027,39.900000000000006,52
D0,sys/2/Not First Flight,MOB,4.1,sys,2,Not First Flight,MOB,,72.22,78,108,75.83,5.00%,0.0011382374830358837,81.9,108,Cascaded,2027,81.9,108
D0,sys/2/Not First Flight,MOT,4.1,sys,2,Not First Flight,MOT,,65.38,34,52,68.65,5.00%,0.0004961548002976929,35.7,52,Cascaded,2027,35.7,52
D0,sys/2/Not First Flight,MQT,4.1,sys,2,Not First Flight,MQT,,48.39,15,31,50.81,5.00%,0.00021889182366074687,15.75,31,Cascaded,2027,15.750000000000002,31
D0,sys/2/Not First Flight,MSN,4.1,sys,2,Not First Flight,MSN,,67.08,163,243,70.43,5.00%,0.002378624483780116,171.15,243,Cascaded,2027,171.15,243
D0,sys/2/Not First Flight,MSO,4.1,sys,2,Not First Flight,MSO,,81.03,47,58,85.09,5.00%,0.0006858610474703401,49.35,58,Cascaded,2027,49.35,58
D0,sys/2/Not First Flight,MSP,4.1,sys,2,Not First Flight,MSP,,67.74,4628,6832,71.13,5.00%,0.06753542399346243,4859.4,6832,Cascaded,2027,4859.400000000001,6832
D0,sys/2/Not First Flight,MSY,4.1,sys,2,Not First Flight,MSY,,68.8,344,500,72.24,5.00%,0.005019919155953128,361.2,500,Cascaded,2027,361.20000000000005,500
D0,sys/2/Not First Flight,MTJ,4.1,sys,2,Not First Flight,MTJ,,50.0,14,28,52.5,5.00%,0.00020429903541669707,14.7,28,Cascaded,2027,14.700000000000001,28
D0,sys/2/Not First Flight,MTY,4.1,sys,2,Not First Flight,MTY,,92.86,26,28,97.5,5.00%,0.00037941249434529455,27.3,28,Cascaded,2027,27.3,28
D0,sys/2/Not First Flight,MUC,4.1,sys,2,Not First Flight,MUC,,78.95,15,19,82.89,5.00%,0.00021889182366074687,15.75,19,Cascaded,2027,15.750000000000002,19
D0,sys/2/Not First Flight,MXP,4.1,sys,2,Not First Flight,MXP,,45.16,28,62,47.42,5.00%,0.00040859807083339414,29.4,62,Cascaded,2027,29.400000000000002,62
D0,sys/2/Not First Flight,MYR,4.1,sys,2,Not First Flight,MYR,,86.36,95,110,90.68,5.00%,0.00138631488318473,99.75,110,Cascaded,2027,99.75000000000001,110
D0,sys/2/Not First Flight,MZT,4.1,sys,2,Not First Flight,MZT,,100.0,4,4,105.0,5.00%,5.837115297619916e-05,4.2,4,Cascaded,2027,4.2,4
D0,sys/2/Not First Flight,NAS,4.1,sys,2,Not First Flight,NAS,,79.44,143,180,83.42,5.00%,0.00208676871889912,150.15,180,Cascaded,2027,150.15,180
D0,sys/2/Not First Flight,OAJ,4.1,sys,2,Not First Flight,OAJ,,59.09,39,66,62.05,5.00%,0.0005691187415179419,40.95,66,Cascaded,2027,40.95,66
D0,sys/2/Not First Flight,OAK,4.1,sys,2,Not First Flight,OAK,,71.15,37,52,74.71,5.00%,0.0005399331650298423,38.85,52,Cascaded,2027,38.85,52
D0,sys/2/Not First Flight,OGG,4.1,sys,2,Not First Flight,OGG,,65.05,67,103,68.3,5.00%,0.000977716812351336,70.35,103,Cascaded,2027,70.35000000000001,103
D0,sys/2/Not First Flight,OKC,4.1,sys,2,Not First Flight,OKC,,84.55,93,110,88.77,5.00%,0.0013571293066966304,97.65,110,Cascaded,2027,97.65,110
D0,sys/2/Not First Flight,OMA,4.1,sys,2,Not First Flight,OMA,,77.82,200,257,81.71,5.00%,0.002918557648809958,210.0,257,Cascaded,2027,210.00000000000003,257
D0,sys/2/Not First Flight,ONT,4.1,sys,2,Not First Flight,ONT,,67.16,90,134,70.52,5.00%,0.001313350941964481,94.5,134,Cascaded,2027,94.5,134
D0,sys/2/Not First Flight,ORD,4.1,sys,2,Not First Flight,ORD,,62.02,400,645,65.12,5.00%,0.005837115297619916,420.0,645,Cascaded,2027,420.00000000000006,645
D0,sys/2/Not First Flight,ORF,4.1,sys,2,Not First Flight,ORF,,64.07,148,231,67.27,5.00%,0.002159732660119369,155.4,231,Cascaded,2027,155.4,231
D0,sys/2/Not First Flight,ORH,4.1,sys,2,Not First Flight,ORH,,77.27,17,22,81.14,5.00%,0.00024807740014884643,17.85,22,Cascaded,2027,17.85,22
D0,sys/2/Not First Flight,PDX,4.1,sys,2,Not First Flight,PDX,,76.39,330,432,80.21,5.00%,0.004815620120536431,346.5,432,Cascaded,2027,346.5,432
D0,sys/2/Not First Flight,PHL,4.1,sys,2,Not First Flight,PHL,,65.99,227,344,69.29,5.00%,0.0033125629313993025,238.35,344,Cascaded,2027,238.35000000000002,344
D0,sys/2/Not First Flight,PHX,4.1,sys,2,Not First Flight,PHX,,59.46,393,661,62.43,5.00%,0.0057349657799115675,412.65,661,Cascaded,2027,412.65000000000003,661
D0,sys/2/Not First Flight,PIH,4.1,sys,2,Not First Flight,PIH,,92.86,26,28,97.5,5.00%,0.00037941249434529455,27.3,28,Cascaded,2027,27.3,28
D0,sys/2/Not First Flight,PIT,4.1,sys,2,Not First Flight,PIT,,70.5,337,478,74.03,5.00%,0.00491776963824478,353.85,478,Cascaded,2027,353.85,478
D0,sys/2/Not First Flight,PLN,4.1,sys,2,Not First Flight,PLN,,56.41,22,39,59.23,5.00%,0.0003210413413690954,23.1,39,Cascaded,2027,23.1,39
D0,sys/2/Not First Flight,PLS,4.1,sys,2,Not First Flight,PLS,,82.22,74,90,86.33,5.00%,0.0010798663300596845,77.7,90,Cascaded,2027,77.7,90
D0,sys/2/Not First Flight,PNS,4.1,sys,2,Not First Flight,PNS,,80.37,131,163,84.39,5.00%,0.0019116552599705225,137.55,163,Cascaded,2027,137.55,163
D0,sys/2/Not First Flight,POP,4.1,sys,2,Not First Flight,POP,,85.0,17,20,89.25,5.00%,0.00024807740014884643,17.85,20,Cascaded,2027,17.85,20
D0,sys/2/Not First Flight,PSC,4.1,sys,2,Not First Flight,PSC,,76.58,85,111,80.41,5.00%,0.0012403870007442323,89.25,111,Cascaded,2027,89.25,111
D0,sys/2/Not First Flight,PSP,4.1,sys,2,Not First Flight,PSP,,57.07,113,198,59.92,5.00%,0.0016489850715776264,118.65,198,Cascaded,2027,118.65,198
D0,sys/2/Not First Flight,PTY,4.1,sys,2,Not First Flight,PTY,,82.14,23,28,86.25,5.00%,0.00033563412961314516,24.15,28,Cascaded,2027,24.150000000000002,28
D0,sys/2/Not First Flight,PUJ,4.1,sys,2,Not First Flight,PUJ,,65.55,156,238,68.82,5.00%,0.0022764749660717674,163.8,238,Cascaded,2027,163.8,238
D0,sys/2/Not First Flight,PVD,4.1,sys,2,Not First Flight,PVD,,67.5,54,80,70.88,5.00%,0.0007880105651786887,56.7,80,Cascaded,2027,56.7,80
D0,sys/2/Not First Flight,PVG,4.1,sys,2,Not First Flight,PVG,,83.82,57,68,88.01,5.00%,0.0008317889299108381,59.85,68,Cascaded,2027,59.85000000000001,68
D0,sys/2/Not First Flight,PVR,4.1,sys,2,Not First Flight,PVR,,76.0,133,175,79.8,5.00%,0.001940840836458622,139.65,175,Cascaded,2027,139.65,175
D0,sys/2/Not First Flight,PWM,4.1,sys,2,Not First Flight,PWM,,63.21,67,106,66.37,5.00%,0.000977716812351336,70.35,106,Cascaded,2027,70.35000000000001,106
D0,sys/2/Not First Flight,RAK,4.1,sys,2,Not First Flight,RAK,,50.0,6,12,52.5,5.00%,8.755672946429874e-05,6.3,12,Cascaded,2027,6.300000000000001,12
D0,sys/2/Not First Flight,RAP,4.1,sys,2,Not First Flight,RAP,,76.36,42,55,80.18,5.00%,0.0006128971062500912,44.1,55,Cascaded,2027,44.1,55
D0,sys/2/Not First Flight,RDM,4.1,sys,2,Not First Flight,RDM,,71.05,54,76,74.61,5.00%,0.0007880105651786887,56.7,76,Cascaded,2027,56.7,76
D0,sys/2/Not First Flight,RDU,4.1,sys,2,Not First Flight,RDU,,61.17,586,958,64.23,5.00%,0.008551373911013177,615.3,958,Cascaded,2027,615.3000000000001,958
D0,sys/2/Not First Flight,RHI,4.1,sys,2,Not First Flight,RHI,,66.67,20,30,70.0,5.00%,0.0002918557648809958,21.0,30,Cascaded,2027,21.0,30
D0,sys/2/Not First Flight,RIC,4.1,sys,2,Not First Flight,RIC,,75.73,234,309,79.51,5.00%,0.003414712449107651,245.7,309,Cascaded,2027,245.70000000000002,309
D0,sys/2/Not First Flight,RNO,4.1,sys,2,Not First Flight,RNO,,67.35,99,147,70.71,5.00%,0.0014446860361609292,103.95,147,Cascaded,2027,103.95,147
D0,sys/2/Not First Flight,ROA,4.1,sys,2,Not First Flight,ROA,,61.18,52,85,64.24,5.00%,0.0007588249886905891,54.6,85,Cascaded,2027,54.6,85
D0,sys/2/Not First Flight,ROC,4.1,sys,2,Not First Flight,ROC,,42.31,88,208,44.42,5.00%,0.0012841653654763817,92.4,208,Cascaded,2027,92.4,208
D0,sys/2/Not First Flight,RST,4.1,sys,2,Not First Flight,RST,,71.43,35,49,75.0,5.00%,0.0005107475885417427,36.75,49,Cascaded,2027,36.75,49
D0,sys/2/Not First Flight,RSW,4.1,sys,2,Not First Flight,RSW,,60.93,329,540,63.97,5.00%,0.004801027332292381,345.45,540,Cascaded,2027,345.45000000000005,540
D0,sys/2/Not First Flight,RTB,4.1,sys,2,Not First Flight,RTB,,66.67,6,9,70.0,5.00%,8.755672946429874e-05,6.3,9,Cascaded,2027,6.300000000000001,9
D0,sys/2/Not First Flight,SAL,4.1,sys,2,Not First Flight,SAL,,57.69,15,26,60.58,5.00%,0.00021889182366074687,15.75,26,Cascaded,2027,15.750000000000002,26
D0,sys/2/Not First Flight,SAN,4.1,sys,2,Not First Flight,SAN,,67.9,366,539,71.3,5.00%,0.005340960497322223,384.3,539,Cascaded,2027,384.3,539
D0,sys/2/Not First Flight,SAP,4.1,sys,2,Not First Flight,SAP,,73.08,19,26,76.73,5.00%,0.00027726297663694603,19.95,26,Cascaded,2027,19.950000000000003,26
D0,sys/2/Not First Flight,SAT,4.1,sys,2,Not First Flight,SAT,,70.63,202,286,74.16,5.00%,0.0029477432252980576,212.1,286,Cascaded,2027,212.10000000000002,286
D0,sys/2/Not First Flight,SAV,4.1,sys,2,Not First Flight,SAV,,67.28,220,327,70.64,5.00%,0.003210413413690954,231.0,327,Cascaded,2027,231.00000000000003,327
D0,sys/2/Not First Flight,SBA,4.1,sys,2,Not First Flight,SBA,,65.38,34,52,68.65,5.00%,0.0004961548002976929,35.7,52,Cascaded,2027,35.7,52
D0,sys/2/Not First Flight,SBN,4.1,sys,2,Not First Flight,SBN,,56.1,46,82,58.9,5.00%,0.0006712682592262903,48.3,82,Cascaded,2027,48.300000000000004,82
D0,sys/2/Not First Flight,SCL,4.1,sys,2,Not First Flight,SCL,,78.57,22,28,82.5,5.00%,0.0003210413413690954,23.1,28,Cascaded,2027,23.1,28
D0,sys/2/Not First Flight,SDF,4.1,sys,2,Not First Flight,SDF,,70.3,187,266,73.82,5.00%,0.0027288514016373107,196.35,266,Cascaded,2027,196.35000000000002,266
D0,sys/2/Not First Flight,SDQ,4.1,sys,2,Not First Flight,SDQ,,46.15,36,78,48.46,5.00%,0.0005253403767857925,37.8,78,Cascaded,2027,37.800000000000004,78
D0,sys/2/Not First Flight,SEA,4.1,sys,2,Not First Flight,SEA,,70.99,2437,3433,74.54,5.00%,0.03556262495074934,2558.85,3433,Cascaded,2027,2558.8500000000004,3433
D0,sys/2/Not First Flight,SFO,4.1,sys,2,Not First Flight,SFO,,55.98,398,711,58.78,5.00%,0.0058079297211318165,417.9,711,Cascaded,2027,417.90000000000003,711
D0,sys/2/Not First Flight,SGF,4.1,sys,2,Not First Flight,SGF,,62.75,32,51,65.88,5.00%,0.0004669692238095933,33.6,51,Cascaded,2027,33.6,51
D0,sys/2/Not First Flight,SGU,4.1,sys,2,Not First Flight,SGU,,85.37,70,82,89.63,5.00%,0.0010214951770834853,73.5,82,Cascaded,2027,73.5,82
D0,sys/2/Not First Flight,SHV,4.1,sys,2,Not First Flight,SHV,,71.19,42,59,74.75,5.00%,0.0006128971062500912,44.1,59,Cascaded,2027,44.1,59
D0,sys/2/Not First Flight,SJC,4.1,sys,2,Not First Flight,SJC,,81.92,290,354,86.02,5.00%,0.004231908590774439,304.5,354,Cascaded,2027,304.5,354
D0,sys/2/Not First Flight,SJD,4.1,sys,2,Not First Flight,SJD,,65.99,194,294,69.29,5.00%,0.0028310009193456592,203.7,294,Cascaded,2027,203.70000000000002,294
D0,sys/2/Not First Flight,SJO,4.1,sys,2,Not First Flight,SJO,,68.57,24,35,72.0,5.00%,0.00035022691785719496,25.2,35,Cascaded,2027,25.200000000000003,35
D0,sys/2/Not First Flight,SJU,4.1,sys,2,Not First Flight,SJU,,65.65,151,230,68.93,5.00%,0.0022035110248515184,158.55,230,Cascaded,2027,158.55,230
D0,sys/2/Not First Flight,SKB,4.1,sys,2,Not First Flight,SKB,,50.0,4,8,52.5,5.00%,5.837115297619916e-05,4.2,8,Cascaded,2027,4.2,8
D0,sys/2/Not First Flight,SLC,4.1,sys,2,Not First Flight,SLC,,70.89,4045,5706,74.43,5.00%,0.0590278284471814,4247.25,5706,Cascaded,2027,4247.25,5706
D0,sys/2/Not First Flight,SMF,4.1,sys,2,Not First Flight,SMF,,79.77,272,341,83.75,5.00%,0.003969238402381543,285.6,341,Cascaded,2027,285.6,341
D0,sys/2/Not First Flight,SNA,4.1,sys,2,Not First Flight,SNA,,64.95,189,291,68.2,5.00%,0.0027580369781254103,198.45,291,Cascaded,2027,198.45000000000002,291
D0,sys/2/Not First Flight,SRQ,4.1,sys,2,Not First Flight,SRQ,,66.41,172,259,69.73,5.00%,0.002509959577976564,180.6,259,Cascaded,2027,180.60000000000002,259
D0,sys/2/Not First Flight,STI,4.1,sys,2,Not First Flight,STI,,54.24,32,59,56.95,5.00%,0.0004669692238095933,33.6,59,Cascaded,2027,33.6,59
D0,sys/2/Not First Flight,STL,4.1,sys,2,Not First Flight,STL,,70.06,234,334,73.56,5.00%,0.003414712449107651,245.7,334,Cascaded,2027,245.70000000000002,334
D0,sys/2/Not First Flight,STT,4.1,sys,2,Not First Flight,STT,,60.48,75,124,63.51,5.00%,0.0010944591183037343,78.75,124,Cascaded,2027,78.75,124
D0,sys/2/Not First Flight,STX,4.1,sys,2,Not First Flight,STX,,30.43,7,23,31.96,5.00%,0.00010214951770834854,7.35,23,Cascaded,2027,7.3500000000000005,23
D0,sys/2/Not First Flight,SUN,4.1,sys,2,Not First Flight,SUN,,88.06,59,67,92.46,5.00%,0.0008609745063989377,61.95,67,Cascaded,2027,61.95,67
D0,sys/2/Not First Flight,SXM,4.1,sys,2,Not First Flight,SXM,,40.62,26,64,42.66,5.00%,0.00037941249434529455,27.3,64,Cascaded,2027,27.3,64
D0,sys/2/Not First Flight,SYD,4.1,sys,2,Not First Flight,SYD,,68.29,28,41,71.71,5.00%,0.00040859807083339414,29.4,41,Cascaded,2027,29.400000000000002,41
D0,sys/2/Not First Flight,SYR,4.1,sys,2,Not First Flight,SYR,,61.11,132,216,64.17,5.00%,0.0019262480482145723,138.6,216,Cascaded,2027,138.60000000000002,216
D0,sys/2/Not First Flight,TLH,4.1,sys,2,Not First Flight,TLH,,70.8,80,113,74.34,5.00%,0.0011674230595239833,84.0,113,Cascaded,2027,84.0,113
D0,sys/2/Not First Flight,TLV,4.1,sys,2,Not First Flight,TLV,,69.23,18,26,72.69,5.00%,0.00026267018839289623,18.9,26,Cascaded,2027,18.900000000000002,26
D0,sys/2/Not First Flight,TPA,4.1,sys,2,Not First Flight,TPA,,63.64,539,847,66.82,5.00%,0.007865512863542838,565.95,847,Cascaded,2027,565.95,847
D0,sys/2/Not First Flight,TQO,4.1,sys,2,Not First Flight,TQO,,67.86,19,28,71.25,5.00%,0.00027726297663694603,19.95,28,Cascaded,2027,19.950000000000003,28
D0,sys/2/Not First Flight,TRI,4.1,sys,2,Not First Flight,TRI,,69.81,74,106,73.3,5.00%,0.0010798663300596845,77.7,106,Cascaded,2027,77.7,106
D0,sys/2/Not First Flight,TUL,4.1,sys,2,Not First Flight,TUL,,82.28,65,79,86.39,5.00%,0.0009485312358632363,68.25,79,Cascaded,2027,68.25,79
D0,sys/2/Not First Flight,TUS,4.1,sys,2,Not First Flight,TUS,,69.76,143,205,73.24,5.00%,0.00208676871889912,150.15,205,Cascaded,2027,150.15,205
D0,sys/2/Not First Flight,TVC,4.1,sys,2,Not First Flight,TVC,,47.37,27,57,49.74,5.00%,0.00039400528258934435,28.35,57,Cascaded,2027,28.35,57
D0,sys/2/Not First Flight,TWF,4.1,sys,2,Not First Flight,TWF,,88.89,24,27,93.33,5.00%,0.00035022691785719496,25.2,27,Cascaded,2027,25.200000000000003,27
D0,sys/2/Not First Flight,TYS,4.1,sys,2,Not First Flight,TYS,,79.19,156,197,83.15,5.00%,0.0022764749660717674,163.8,197,Cascaded,2027,163.8,197
D0,sys/2/Not First Flight,UIO,4.1,sys,2,Not First Flight,UIO,,39.29,11,28,41.25,5.00%,0.0001605206706845477,11.55,28,Cascaded,2027,11.55,28
D0,sys/2/Not First Flight,UVF,4.1,sys,2,Not First Flight,UVF,,53.57,15,28,56.25,5.00%,0.00021889182366074687,15.75,28,Cascaded,2027,15.750000000000002,28
D0,sys/2/Not First Flight,VCE,4.1,sys,2,Not First Flight,VCE,,77.78,7,9,81.67,5.00%,0.00010214951770834854,7.35,9,Cascaded,2027,7.3500000000000005,9
D0,sys/2/Not First Flight,VLD,4.1,sys,2,Not First Flight,VLD,,70.0,35,50,73.5,5.00%,0.0005107475885417427,36.75,50,Cascaded,2027,36.75,50
D0,sys/2/Not First Flight,VPS,4.1,sys,2,Not First Flight,VPS,,63.38,90,142,66.55,5.00%,0.001313350941964481,94.5,142,Cascaded,2027,94.5,142
D0,sys/2/Not First Flight,XNA,4.1,sys,2,Not First Flight,XNA,,71.82,158,220,75.41,5.00%,0.002305660542559867,165.9,220,Cascaded,2027,165.9,220
D0,sys/2/Not First Flight,XWA,4.1,sys,2,Not First Flight,XWA,,53.7,29,54,56.39,5.00%,0.00042319085907744394,30.45,54,Cascaded,2027,30.450000000000003,54
D0,sys/2/Not First Flight,YUL,4.1,sys,2,Not First Flight,YUL,,71.88,138,192,75.47,5.00%,0.002013804777678871,144.9,192,Cascaded,2027,144.9,192
D0,sys/2/Not First Flight,YVR,4.1,sys,2,Not First Flight,YVR,,74.47,105,141,78.19,5.00%,0.001532242765625228,110.25,141,Cascaded,2027,110.25000000000001,141
D0,sys/2/Not First Flight,YWG,4.1,sys,2,Not First Flight,YWG,,80.39,41,51,84.41,5.00%,0.0005983043180060414,43.05,51,Cascaded,2027,43.050000000000004,51
D0,sys/2/Not First Flight,YYC,4.1,sys,2,Not First Flight,YYC,,75.86,22,29,79.66,5.00%,0.0003210413413690954,23.1,29,Cascaded,2027,23.1,29
D0,sys/2/Not First Flight,YYZ,4.1,sys,2,Not First Flight,YYZ,,70.28,201,286,73.79,5.00%,0.002933150437054008,211.05,286,Cascaded,2027,211.05,286
D0,sys/2/Not First Flight,ZRH,4.1,sys,2,Not First Flight,ZRH,,60.0,12,20,63.0,5.00%,0.00017511345892859748,12.6,20,Cascaded,2027,12.600000000000001,20
D0,sys/3/First Flight,ABE,4.1,sys,3,First Flight,ABE,,89.66,26,29,94.14,5.00%,0.0011416527619214894,27.3,29,Cascaded,2027,27.299999999999997,29
D0,sys/3/First Flight,ABQ,4.1,sys,3,First Flight,ABQ,,90.0,81,90,94.5,5.00%,0.0035566874506015632,85.05,90,Cascaded,2027,85.04999999999998,90
D0,sys/3/First Flight,ABR,4.1,sys,3,First Flight,ABR,,82.76,24,29,86.9,5.00%,0.0010538333186967594,25.2,29,Cascaded,2027,25.199999999999996,29
D0,sys/3/First Flight,ABY,4.1,sys,3,First Flight,ABY,,83.87,26,31,88.06,5.00%,0.0011416527619214894,27.3,31,Cascaded,2027,27.299999999999997,31
D0,sys/3/First Flight,AEX,4.1,sys,3,First Flight,AEX,,100.0,27,27,105.0,5.00%,0.0011855624835338545,28.35,27,Cascaded,2027,28.349999999999998,27
D0,sys/3/First Flight,AGS,4.1,sys,3,First Flight,AGS,,76.27,45,59,80.08,5.00%,0.001975937472556424,47.25,59,Cascaded,2027,47.24999999999999,59
D0,sys/3/First Flight,ALB,4.1,sys,3,First Flight,ALB,,92.5,74,80,97.12,5.00%,0.0032493193993150082,77.7,80,Cascaded,2027,77.69999999999999,80
D0,sys/3/First Flight,AMS,4.1,sys,3,First Flight,AMS,,30.0,9,30,31.5,5.00%,0.0003951874945112848,9.45,30,Cascaded,2027,9.45,30
D0,sys/3/First Flight,ANC,4.1,sys,3,First Flight,ANC,,93.33,28,30,98.0,5.00%,0.0012294722051462194,29.4,30,Cascaded,2027,29.399999999999995,30
D0,sys/3/First Flight,ATL,4.1,sys,3,First Flight,ATL,,67.67,1530,2261,71.05,5.00%,0.06718187406691842,1606.5,2261,Cascaded,2027,1606.4999999999998,2261
D0,sys/3/First Flight,ATW,4.1,sys,3,First Flight,ATW,,74.67,56,75,78.4,5.00%,0.0024589444102924387,58.8,75,Cascaded,2027,58.79999999999999,75
D0,sys/3/First Flight,AUS,4.1,sys,3,First Flight,AUS,,79.41,401,505,83.38,5.00%,0.017607798366558357,421.05,505,Cascaded,2027,421.04999999999995,505
D0,sys/3/First Flight,AVL,4.1,sys,3,First Flight,AVL,,79.78,71,89,83.76,5.00%,0.0031175902344779136,74.55,89,Cascaded,2027,74.55,89
D0,sys/3/First Flight,AZO,4.1,sys,3,First Flight,AZO,,77.27,17,22,81.14,5.00%,0.0007464652674102046,17.85,22,Cascaded,2027,17.849999999999998,22
D0,sys/3/First Flight,BDL,4.1,sys,3,First Flight,BDL,,74.36,87,117,78.08,5.00%,0.003820145780275753,91.35,117,Cascaded,2027,91.35,117
D0,sys/3/First Flight,BGR,4.1,sys,3,First Flight,BGR,,92.31,24,26,96.92,5.00%,0.0010538333186967594,25.2,26,Cascaded,2027,25.199999999999996,26
D0,sys/3/First Flight,BHM,4.1,sys,3,First Flight,BHM,,71.62,106,148,75.2,5.00%,0.004654430490910687,111.3,148,Cascaded,2027,111.29999999999998,148
D0,sys/3/First Flight,BIL,4.1,sys,3,First Flight,BIL,,95.08,58,61,99.84,5.00%,0.002546763853517169,60.9,61,Cascaded,2027,60.89999999999999,61
D0,sys/3/First Flight,BIS,4.1,sys,3,First Flight,BIS,,80.36,45,56,84.37,5.00%,0.001975937472556424,47.25,56,Cascaded,2027,47.24999999999999,56
D0,sys/3/First Flight,BJI,4.1,sys,3,First Flight,BJI,,88.89,24,27,93.33,5.00%,0.0010538333186967594,25.2,27,Cascaded,2027,25.199999999999996,27
D0,sys/3/First Flight,BMI,4.1,sys,3,First Flight,BMI,,88.89,24,27,93.33,5.00%,0.0010538333186967594,25.2,27,Cascaded,2027,25.199999999999996,27
D0,sys/3/First Flight,BNA,4.1,sys,3,First Flight,BNA,,79.11,303,383,83.07,5.00%,0.013304645648546588,318.15,383,Cascaded,2027,318.15,383
D0,sys/3/First Flight,BOG,4.1,sys,3,First Flight,BOG,,80.65,25,31,84.68,5.00%,0.0010977430403091245,26.25,31,Cascaded,2027,26.249999999999996,31
D0,sys/3/First Flight,BOI,4.1,sys,3,First Flight,BOI,,88.89,184,207,93.33,5.00%,0.008079388776675156,193.2,207,Cascaded,2027,193.2,207
D0,sys/3/First Flight,BOS,4.1,sys,3,First Flight,BOS,,81.77,812,993,85.86,5.00%,0.03565469394924036,852.6,993,Cascaded,2027,852.5999999999999,993
D0,sys/3/First Flight,BQK,4.1,sys,3,First Flight,BQK,,72.41,21,29,76.03,5.00%,0.0009221041538596646,22.05,29,Cascaded,2027,22.049999999999997,29
D0,sys/3/First Flight,BRD,4.1,sys,3,First Flight,BRD,,86.36,19,22,90.68,5.00%,0.0008342847106349346,19.95,22,Cascaded,2027,19.95,22
