KPI_Name,parent,node,Tier,sys,ml_dc_1,ml_dc_2,dom_int,station,fleet,Baseline,Baseline_Num,Baseline_Den,Goal,Stretch,Contribution,Goal_Num,Goal_Den,Source,Goal_Yr,YTD_Num,YTD_Den
D0,sys/DL/35L,AMS,4.1,sys,DL,,,AMS,35L,3.51,4,114,3.68,5.00%,0.028368794326241134,4.2,114,Cascaded,2027,4.2,114
D0,sys/DL/35L,ATL,4.1,sys,DL,,,ATL,35L,24.48,82,335,25.7,5.00%,0.5815602836879432,86.1,335,Cascaded,2027,86.10000000000001,335
D0,sys/DL/35L,BCN,4.1,sys,DL,,,BCN,35L,9.52,2,21,10.0,5.00%,0.014184397163120567,2.1,21,Cascaded,2027,2.1,21
D0,sys/DL/35L,FCO,4.1,sys,DL,,,FCO,35L,21.98,20,91,23.08,5.00%,0.14184397163120568,21.0,91,Cascaded,2027,21.0,91
D0,sys/DL/35L,LIM,4.1,sys,DL,,,LIM,35L,22.34,21,94,23.46,5.00%,0.14893617021276595,22.05,94,Cascaded,2027,22.05,94
D0,sys/DL/35L,SCL,4.1,sys,DL,,,SCL,35L,66.67,12,18,70.0,5.00%,0.0851063829787234,12.6,18,Cascaded,2027,12.600000000000001,18
D0,sys/DL/717,AGS,4.1,sys,DL,,,AGS,717,66.05,391,592,69.35,5.00%,0.003865737307825399,410.55,592,Cascaded,2027,410.55,592
D0,sys/DL/717,ALB,4.1,sys,DL,,,ALB,717,0.0,0,2,0.0,0.00%,0.0,0.0,2,Cascaded,2027,0.0,2
D0,sys/DL/717,ATL,4.1,sys,DL,,,ATL,717,69.18,37296,53911,72.64,5.00%,0.36873795046715113,39160.8,53911,Cascaded,2027,39160.8,53911
D0,sys/DL/717,ATW,4.1,sys,DL,,,ATW,717,80.0,124,155,84.0,5.00%,0.0012259627267783874,130.2,155,Cascaded,2027,130.2,155
D0,sys/DL/717,AVL,4.1,sys,DL,,,AVL,717,65.35,1320,2020,68.61,5.00%,0.013050570962479609,1386.0,2020,Cascaded,2027,1386.0,2020
D0,sys/DL/717,BDL,4.1,sys,DL,,,BDL,717,74.46,481,646,78.18,5.00%,0.0047555489643580995,505.05,646,Cascaded,2027,505.05,646
D0,sys/DL/717,BGR,4.1,sys,DL,,,BGR,717,0.0,0,1,0.0,0.00%,0.0,0.0,1,Cascaded,2027,0.0,1
D0,sys/DL/717,BHM,4.1,sys,DL,,,BHM,717,75.54,1109,1468,79.32,5.00%,0.01096445696771961,1164.45,1468,Cascaded,2027,1164.45,1468
D0,sys/DL/717,BIS,4.1,sys,DL,,,BIS,717,64.37,56,87,67.59,5.00%,0.0005536605862870137,58.8,87,Cascaded,2027,58.8,87
D0,sys/DL/717,BNA,4.1,sys,DL,,,BNA,717,75.6,824,1090,79.38,5.00%,0.008146720055366059,865.2,1090,Cascaded,2027,865.2,1090
D0,sys/DL/717,BTR,4.1,sys,DL,,,BTR,717,69.83,662,948,73.32,5.00%,0.006545059073607197,695.1,948,Cascaded,2027,695.1,948
D0,sys/DL/717,BTV,4.1,sys,DL,,,BTV,717,80.0,8,10,84.0,5.00%,7.909436946957338e-05,8.4,10,Cascaded,2027,8.4,10
D0,sys/DL/717,BUF,4.1,sys,DL,,,BUF,717,66.67,98,147,70.0,5.00%,0.000968906026002274,102.9,147,Cascaded,2027,102.9,147
D0,sys/DL/717,BWI,4.1,sys,DL,,,BWI,717,74.83,868,1160,78.57,5.00%,0.008581739087448713,911.4,1160,Cascaded,2027,911.4,1160
D0,sys/DL/717,CAE,4.1,sys,DL,,,CAE,717,68.57,1237,1804,72.0,5.00%,0.012229966879232784,1298.85,1804,Cascaded,2027,1298.85,1804
D0,sys/DL/717,CHA,4.1,sys,DL,,,CHA,717,65.81,841,1278,69.1,5.00%,0.008314795590488902,883.05,1278,Cascaded,2027,883.05,1278
D0,sys/DL/717,CHO,4.1,sys,DL,,,CHO,717,72.38,131,181,75.99,5.00%,0.0012951703000642642,137.55,181,Cascaded,2027,137.55,181
D0,sys/DL/717,CHS,4.1,sys,DL,,,CHS,717,75.98,541,712,79.78,5.00%,0.0053487567353799,568.05,712,Cascaded,2027,568.05,712
D0,sys/DL/717,CID,4.1,sys,DL,,,CID,717,76.92,10,13,80.77,5.00%,9.886796183696674e-05,10.5,13,Cascaded,2027,10.5,13
D0,sys/DL/717,CLE,4.1,sys,DL,,,CLE,717,65.23,167,256,68.5,5.00%,0.0016510949626773444,175.35,256,Cascaded,2027,175.35,256
D0,sys/DL/717,CLT,4.1,sys,DL,,,CLT,717,72.44,3582,4945,76.06,5.00%,0.035414503930001485,3761.1,4945,Cascaded,2027,3761.1,4945
D0,sys/DL/717,CMH,4.1,sys,DL,,,CMH,717,65.53,192,293,68.81,5.00%,0.0018982648672697612,201.6,293,Cascaded,2027,201.6,293
D0,sys/DL/717,CVG,4.1,sys,DL,,,CVG,717,60.45,107,177,63.47,5.00%,0.001057887191655544,112.35,177,Cascaded,2027,112.35,177
D0,sys/DL/717,DAB,4.1,sys,DL,,,DAB,717,56.05,125,223,58.86,5.00%,0.001235849522962084,131.25,223,Cascaded,2027,131.25,223
D0,sys/DL/717,DAL,4.1,sys,DL,,,DAL,717,64.05,1160,1811,67.26,5.00%,0.011468683573088142,1218.0,1811,Cascaded,2027,1218.0,1811
D0,sys/DL/717,DAY,4.1,sys,DL,,,DAY,717,76.51,1049,1371,80.34,5.00%,0.01037124919669781,1101.45,1371,Cascaded,2027,1101.45,1371
D0,sys/DL/717,DCA,4.1,sys,DL,,,DCA,717,50.0,1,2,52.5,5.00%,9.886796183696673e-06,1.05,2,Cascaded,2027,1.05,2
D0,sys/DL/717,DFW,4.1,sys,DL,,,DFW,717,30.77,4,13,32.31,5.00%,3.954718473478669e-05,4.2,13,Cascaded,2027,4.2,13
D0,sys/DL/717,DLH,4.1,sys,DL,,,DLH,717,66.67,4,6,70.0,5.00%,3.954718473478669e-05,4.2,6,Cascaded,2027,4.2,6
D0,sys/DL/717,DSM,4.1,sys,DL,,,DSM,717,76.15,929,1220,79.95,5.00%,0.00918483365465421,975.45,1220,Cascaded,2027,975.45,1220
D0,sys/DL/717,DTW,4.1,sys,DL,,,DTW,717,70.16,9171,13072,73.67,5.00%,0.0906718078006822,9629.55,13072,Cascaded,2027,9629.55,13072
D0,sys/DL/717,ECP,4.1,sys,DL,,,ECP,717,67.04,887,1323,70.4,5.00%,0.008769588214938949,931.35,1323,Cascaded,2027,931.35,1323
D0,sys/DL/717,EWR,4.1,sys,DL,,,EWR,717,68.17,1341,1967,71.58,5.00%,0.013258193682337239,1408.05,1967,Cascaded,2027,1408.05,1967
D0,sys/DL/717,FAR,4.1,sys,DL,,,FAR,717,100.0,1,1,105.0,5.00%,9.886796183696673e-06,1.05,1,Cascaded,2027,1.05,1
D0,sys/DL/717,FAY,4.1,sys,DL,,,FAY,717,36.07,22,61,37.87,5.00%,0.0002175095160413268,23.1,61,Cascaded,2027,23.1,61
D0,sys/DL/717,GNV,4.1,sys,DL,,,GNV,717,74.04,1132,1529,77.74,5.00%,0.011191853279944633,1188.6,1529,Cascaded,2027,1188.6,1529
D0,sys/DL/717,GPT,4.1,sys,DL,,,GPT,717,76.65,985,1285,80.49,5.00%,0.009738494240941222,1034.25,1285,Cascaded,2027,1034.25,1285
D0,sys/DL/717,GRB,4.1,sys,DL,,,GRB,717,65.03,119,183,68.28,5.00%,0.001176528745859904,124.95,183,Cascaded,2027,124.95,183
D0,sys/DL/717,GRR,4.1,sys,DL,,,GRR,717,69.09,38,55,72.55,5.00%,0.0003756982549804736,39.9,55,Cascaded,2027,39.9,55
D0,sys/DL/717,GSO,4.1,sys,DL,,,GSO,717,76.27,1466,1922,80.09,5.00%,0.014494043205299323,1539.3,1922,Cascaded,2027,1539.3,1922
D0,sys/DL/717,GSP,4.1,sys,DL,,,GSP,717,74.51,1374,1844,78.24,5.00%,0.013584457956399228,1442.7,1844,Cascaded,2027,1442.7,1844
D0,sys/DL/717,HOU,4.1,sys,DL,,,HOU,717,70.86,428,604,74.4,5.00%,0.004231548766622176,449.4,604,Cascaded,2027,449.4,604
D0,sys/DL/717,HPN,4.1,sys,DL,,,HPN,717,52.29,366,700,54.9,5.00%,0.003618567403232982,384.3,700,Cascaded,2027,384.3,700
D0,sys/DL/717,HSV,4.1,sys,DL,,,HSV,717,75.41,1478,1960,79.18,5.00%,0.014612684759503683,1551.9,1960,Cascaded,2027,1551.9,1960
D0,sys/DL/717,IAD,4.1,sys,DL,,,IAD,717,70.48,74,105,74.0,5.00%,0.0007316229175935538,77.7,105,Cascaded,2027,77.7,105
D0,sys/DL/717,IAH,4.1,sys,DL,,,IAH,717,55.81,24,43,58.6,5.00%,0.00023728310840872015,25.2,43,Cascaded,2027,25.2,43
D0,sys/DL/717,ICT,4.1,sys,DL,,,ICT,717,68.14,770,1130,71.55,5.00%,0.0076128330614464385,808.5,1130,Cascaded,2027,808.5,1130
D0,sys/DL/717,ILM,4.1,sys,DL,,,ILM,717,64.7,735,1136,67.94,5.00%,0.007266795195017055,771.75,1136,Cascaded,2027,771.75,1136
D0,sys/DL/717,IND,4.1,sys,DL,,,IND,717,73.28,181,247,76.94,5.00%,0.0017895101092490978,190.05,247,Cascaded,2027,190.05,247
D0,sys/DL/717,JAN,4.1,sys,DL,,,JAN,717,77.3,1519,1965,81.17,5.00%,0.015018043403035246,1594.95,1965,Cascaded,2027,1594.95,1965
D0,sys/DL/717,JAX,4.1,sys,DL,,,JAX,717,86.67,13,15,91.0,5.00%,0.00012852835038805674,13.65,15,Cascaded,2027,13.65,15
D0,sys/DL/717,LEX,4.1,sys,DL,,,LEX,717,79.29,1459,1840,83.26,5.00%,0.014424835632013445,1531.95,1840,Cascaded,2027,1531.95,1840
D0,sys/DL/717,LIT,4.1,sys,DL,,,LIT,717,73.76,1096,1486,77.44,5.00%,0.010835928617331554,1150.8,1486,Cascaded,2027,1150.8,1486
D0,sys/DL/717,MCI,4.1,sys,DL,,,MCI,717,77.1,1444,1873,80.95,5.00%,0.014276533689257995,1516.2,1873,Cascaded,2027,1516.2,1873
D0,sys/DL/717,MDT,4.1,sys,DL,,,MDT,717,71.94,518,720,75.54,5.00%,0.005121360423154877,543.9,720,Cascaded,2027,543.9,720
D0,sys/DL/717,MDW,4.1,sys,DL,,,MDW,717,66.21,439,663,69.52,5.00%,0.00434030352464284,460.95,663,Cascaded,2027,460.95,663
D0,sys/DL/717,MEM,4.1,sys,DL,,,MEM,717,74.39,1377,1851,78.11,5.00%,0.013614118344950318,1445.85,1851,Cascaded,2027,1445.85,1851
D0,sys/DL/717,MKE,4.1,sys,DL,,,MKE,717,70.29,388,552,73.8,5.00%,0.0038360769192743093,407.4,552,Cascaded,2027,407.4,552
D0,sys/DL/717,MLB,4.1,sys,DL,,,MLB,717,71.56,828,1157,75.14,5.00%,0.008186267240100846,869.4,1157,Cascaded,2027,869.4,1157
D0,sys/DL/717,MOB,4.1,sys,DL,,,MOB,717,72.89,535,734,76.53,5.00%,0.0052894359582777205,561.75,734,Cascaded,2027,561.75,734
D0,sys/DL/717,MSN,4.1,sys,DL,,,MSN,717,78.74,996,1265,82.67,5.00%,0.009847248998961887,1045.8,1265,Cascaded,2027,1045.8,1265
D0,sys/DL/717,MSP,4.1,sys,DL,,,MSP,717,69.37,3250,4685,72.84,5.00%,0.032132087597014185,3412.5,4685,Cascaded,2027,3412.5,4685
D0,sys/DL/717,MSY,4.1,sys,DL,,,MSY,717,100.0,4,4,105.0,5.00%,3.954718473478669e-05,4.2,4,Cascaded,2027,4.2,4
D0,sys/DL/717,MYR,4.1,sys,DL,,,MYR,717,73.24,791,1080,76.9,5.00%,0.007820455781304069,830.55,1080,Cascaded,2027,830.55,1080
D0,sys/DL/717,OKC,4.1,sys,DL,,,OKC,717,76.58,680,888,80.41,5.00%,0.006723021404913738,714.0,888,Cascaded,2027,714.0,888
D0,sys/DL/717,OMA,4.1,sys,DL,,,OMA,717,74.55,662,888,78.28,5.00%,0.006545059073607197,695.1,888,Cascaded,2027,695.1,888
D0,sys/DL/717,ORD,4.1,sys,DL,,,ORD,717,66.87,981,1467,70.21,5.00%,0.009698947056206437,1030.05,1467,Cascaded,2027,1030.05,1467
D0,sys/DL/717,ORF,4.1,sys,DL,,,ORF,717,66.6,327,491,69.93,5.00%,0.003232982352068812,343.35,491,Cascaded,2027,343.35,491
D0,sys/DL/717,PHL,4.1,sys,DL,,,PHL,717,71.06,1019,1434,74.61,5.00%,0.01007464531118691,1069.95,1434,Cascaded,2027,1069.95,1434
D0,sys/DL/717,PIT,4.1,sys,DL,,,PIT,717,56.78,113,199,59.62,5.00%,0.001117207968757724,118.65,199,Cascaded,2027,118.65,199
D0,sys/DL/717,PNS,4.1,sys,DL,,,PNS,717,78.16,630,806,82.07,5.00%,0.006228681595728904,661.5,806,Cascaded,2027,661.5,806
D0,sys/DL/717,PVD,4.1,sys,DL,,,PVD,717,69.66,62,89,73.15,5.00%,0.0006129813633891937,65.1,89,Cascaded,2027,65.1,89
D0,sys/DL/717,PWM,4.1,sys,DL,,,PWM,717,65.62,229,349,68.9,5.00%,0.002264076326066538,240.45,349,Cascaded,2027,240.45,349
D0,sys/DL/717,RDU,4.1,sys,DL,,,RDU,717,67.12,147,219,70.48,5.00%,0.001453359039003411,154.35,219,Cascaded,2027,154.35,219
D0,sys/DL/717,RIC,4.1,sys,DL,,,RIC,717,72.58,45,62,76.21,5.00%,0.0004449058282663503,47.25,62,Cascaded,2027,47.25,62
D0,sys/DL/717,SAV,4.1,sys,DL,,,SAV,717,65.07,626,962,68.33,5.00%,0.006189134410994117,657.3,962,Cascaded,2027,657.3,962
D0,sys/DL/717,SDF,4.1,sys,DL,,,SDF,717,73.83,852,1154,77.52,5.00%,0.008423550348509565,894.6,1154,Cascaded,2027,894.6,1154
D0,sys/DL/717,SGF,4.1,sys,DL,,,SGF,717,51.5,240,466,54.08,5.00%,0.0023728310840872013,252.0,466,Cascaded,2027,252.0,466
D0,sys/DL/717,SHV,4.1,sys,DL,,,SHV,717,0.0,0,1,0.0,0.00%,0.0,0.0,1,Cascaded,2027,0.0,1
D0,sys/DL/717,SRQ,4.1,sys,DL,,,SRQ,717,50.0,14,28,52.5,5.00%,0.00013841514657175343,14.7,28,Cascaded,2027,14.7,28
D0,sys/DL/717,STL,4.1,sys,DL,,,STL,717,78.47,1141,1454,82.4,5.00%,0.011280834445597904,1198.05,1454,Cascaded,2027,1198.05,1454
D0,sys/DL/717,SYR,4.1,sys,DL,,,SYR,717,100.0,1,1,105.0,5.00%,9.886796183696673e-06,1.05,1,Cascaded,2027,1.05,1
D0,sys/DL/717,TLH,4.1,sys,DL,,,TLH,717,76.66,1412,1842,80.49,5.00%,0.013960156211379702,1482.6,1842,Cascaded,2027,1482.6,1842
D0,sys/DL/717,TRI,4.1,sys,DL,,,TRI,717,66.41,255,384,69.73,5.00%,0.002521133026842652,267.75,384,Cascaded,2027,267.75,384
D0,sys/DL/717,TUL,4.1,sys,DL,,,TUL,717,73.23,1130,1543,76.9,5.00%,0.011172079687577241,1186.5,1543,Cascaded,2027,1186.5,1543
D0,sys/DL/717,TVC,4.1,sys,DL,,,TVC,717,42.86,12,28,45.0,5.00%,0.00011864155420436007,12.6,28,Cascaded,2027,12.6,28
D0,sys/DL/717,TYS,4.1,sys,DL,,,TYS,717,72.06,673,934,75.66,5.00%,0.006653813831627861,706.65,934,Cascaded,2027,706.65,934
D0,sys/DL/717,VPS,4.1,sys,DL,,,VPS,717,69.95,1031,1474,73.44,5.00%,0.01019328686539127,1082.55,1474,Cascaded,2027,1082.55,1474
D0,sys/DL/717,XNA,4.1,sys,DL,,,XNA,717,73.26,285,389,76.93,5.00%,0.002817736912353552,299.25,389,Cascaded,2027,299.25,389
D0,sys/DL/717,YUL,4.1,sys,DL,,,YUL,717,70.59,12,17,74.12,5.00%,0.00011864155420436007,12.6,17,Cascaded,2027,12.6,17
D0,sys/DL/738,ABQ,4.1,sys,DL,,,ABQ,738,56.25,36,64,59.06,5.00%,0.0005272407732864675,37.8,64,Cascaded,2027,37.8,64
D0,sys/DL/738,ANC,4.1,sys,DL,,,ANC,738,78.42,556,709,82.34,5.00%,0.008142940831868775,583.8,709,Cascaded,2027,583.8,709
D0,sys/DL/738,ANU,4.1,sys,DL,,,ANU,738,45.0,36,80,47.25,5.00%,0.0005272407732864675,37.8,80,Cascaded,2027,37.8,80
D0,sys/DL/738,ATL,4.1,sys,DL,,,ATL,738,64.85,11857,18283,68.1,5.00%,0.17365260691271237,12449.85,18283,Cascaded,2027,12449.85,18283
D0,sys/DL/738,ATW,4.1,sys,DL,,,ATW,738,73.18,161,220,76.84,5.00%,0.0023579379027533686,169.05,220,Cascaded,2027,169.05,220
D0,sys/DL/738,AUA,4.1,sys,DL,,,AUA,738,50.0,2,4,52.5,5.00%,2.9291154071470417e-05,2.1,4,Cascaded,2027,2.1,4
D0,sys/DL/738,AUS,4.1,sys,DL,,,AUS,738,72.2,740,1025,75.8,5.00%,0.010837727006444054,777.0,1025,Cascaded,2027,777.0,1025
D0,sys/DL/738,BDL,4.1,sys,DL,,,BDL,738,46.67,14,30,49.0,5.00%,0.0002050380785002929,14.7,30,Cascaded,2027,14.7,30
D0,sys/DL/738,BGI,4.1,sys,DL,,,BGI,738,71.04,211,297,74.6,5.00%,0.003090216754540129,221.55,297,Cascaded,2027,221.55,297
D0,sys/DL/738,BHM,4.1,sys,DL,,,BHM,738,73.94,139,188,77.63,5.00%,0.0020357352079671937,145.95,188,Cascaded,2027,145.95,188
D0,sys/DL/738,BIL,4.1,sys,DL,,,BIL,738,100.0,6,6,105.0,5.00%,8.787346221441125e-05,6.3,6,Cascaded,2027,6.3,6
D0,sys/DL/738,BNA,4.1,sys,DL,,,BNA,738,71.3,847,1188,74.86,5.00%,0.012404803749267721,889.35,1188,Cascaded,2027,889.35,1188
D0,sys/DL/738,BOI,4.1,sys,DL,,,BOI,738,65.53,287,438,68.8,5.00%,0.004203280609256004,301.35,438,Cascaded,2027,301.35,438
D0,sys/DL/738,BON,4.1,sys,DL,,,BON,738,48.78,20,41,51.22,5.00%,0.00029291154071470416,21.0,41,Cascaded,2027,21.0,41
D0,sys/DL/738,BOS,4.1,sys,DL,,,BOS,738,63.04,2212,3509,66.19,5.00%,0.03239601640304628,2322.6,3509,Cascaded,2027,2322.6,3509
D0,sys/DL/738,BTV,4.1,sys,DL,,,BTV,738,71.14,175,246,74.7,5.00%,0.0025629759812536615,183.75,246,Cascaded,2027,183.75,246
D0,sys/DL/738,BUF,4.1,sys,DL,,,BUF,738,55.7,44,79,58.48,5.00%,0.0006444053895723491,46.2,79,Cascaded,2027,46.2,79
D0,sys/DL/738,BWI,4.1,sys,DL,,,BWI,738,56.47,48,85,59.29,5.00%,0.00070298769771529,50.4,85,Cascaded,2027,50.4,85
D0,sys/DL/738,BZE,4.1,sys,DL,,,BZE,738,80.11,145,181,84.12,5.00%,0.002123608670181605,152.25,181,Cascaded,2027,152.25,181
D0,sys/DL/738,BZN,4.1,sys,DL,,,BZN,738,85.04,108,127,89.29,5.00%,0.0015817223198594025,113.4,127,Cascaded,2027,113.4,127
D0,sys/DL/738,CAE,4.1,sys,DL,,,CAE,738,46.15,6,13,48.46,5.00%,8.787346221441125e-05,6.3,13,Cascaded,2027,6.3,13
D0,sys/DL/738,CHS,4.1,sys,DL,,,CHS,738,74.94,290,387,78.68,5.00%,0.00424721734036321,304.5,387,Cascaded,2027,304.5,387
D0,sys/DL/738,CID,4.1,sys,DL,,,CID,738,78.13,268,343,82.04,5.00%,0.0039250146455770355,281.4,343,Cascaded,2027,281.4,343
D0,sys/DL/738,CLE,4.1,sys,DL,,,CLE,738,70.22,408,581,73.73,5.00%,0.005975395430579965,428.4,581,Cascaded,2027,428.4,581
D0,sys/DL/738,CLT,4.1,sys,DL,,,CLT,738,100.0,1,1,105.0,5.00%,1.4645577035735208e-05,1.05,1,Cascaded,2027,1.05,1
D0,sys/DL/738,CMH,4.1,sys,DL,,,CMH,738,80.33,837,1042,84.34,5.00%,0.012258347978910369,878.85,1042,Cascaded,2027,878.85,1042
D0,sys/DL/738,COS,4.1,sys,DL,,,COS,738,71.77,239,333,75.36,5.00%,0.0035002929115407148,250.95,333,Cascaded,2027,250.95,333
D0,sys/DL/738,CTG,4.1,sys,DL,,,CTG,738,78.89,157,199,82.84,5.00%,0.0022993555946104276,164.85,199,Cascaded,2027,164.85,199
D0,sys/DL/738,CUN,4.1,sys,DL,,,CUN,738,76.85,415,540,80.69,5.00%,0.006077914469830112,435.75,540,Cascaded,2027,435.75,540
D0,sys/DL/738,CUR,4.1,sys,DL,,,CUR,738,68.12,47,69,71.52,5.00%,0.0006883421206795548,49.35,69,Cascaded,2027,49.35,69
D0,sys/DL/738,CVG,4.1,sys,DL,,,CVG,738,66.3,2048,3089,69.61,5.00%,0.029994141769185707,2150.4,3089,Cascaded,2027,2150.4,3089
D0,sys/DL/738,CZM,4.1,sys,DL,,,CZM,738,80.52,124,154,84.55,5.00%,0.0018160515524311659,130.2,154,Cascaded,2027,130.2,154
D0,sys/DL/738,DAB,4.1,sys,DL,,,DAB,738,66.88,107,160,70.22,5.00%,0.0015670767428236673,112.35,160,Cascaded,2027,112.35,160
D0,sys/DL/738,DAY,4.1,sys,DL,,,DAY,738,100.0,1,1,105.0,5.00%,1.4645577035735208e-05,1.05,1,Cascaded,2027,1.05,1
D0,sys/DL/738,DEN,4.1,sys,DL,,,DEN,738,66.44,873,1314,69.76,5.00%,0.012785588752196837,916.65,1314,Cascaded,2027,916.65,1314
D0,sys/DL/738,DFW,4.1,sys,DL,,,DFW,738,52.49,116,221,55.11,5.00%,0.001698886936145284,121.8,221,Cascaded,2027,121.8,221
D0,sys/DL/738,DJT,4.1,sys,DL,,,DJT,738,50.97,733,1438,53.52,5.00%,0.010735207967193907,769.65,1438,Cascaded,2027,769.65,1438
D0,sys/DL/738,DTW,4.1,sys,DL,,,DTW,738,65.05,67,103,68.3,5.00%,0.0009812536613942589,70.35,103,Cascaded,2027,70.35,103
D0,sys/DL/738,ECP,4.1,sys,DL,,,ECP,738,69.42,252,363,72.89,5.00%,0.0036906854130052723,264.6,363,Cascaded,2027,264.6,363
D0,sys/DL/738,ELP,4.1,sys,DL,,,ELP,738,75.89,318,419,79.69,5.00%,0.004657293497363796,333.9,419,Cascaded,2027,333.9,419
D0,sys/DL/738,EWR,4.1,sys,DL,,,EWR,738,58.56,171,292,61.49,5.00%,0.0025043936731107205,179.55,292,Cascaded,2027,179.55,292
D0,sys/DL/738,FAI,4.1,sys,DL,,,FAI,738,52.94,45,85,55.59,5.00%,0.0006590509666080844,47.25,85,Cascaded,2027,47.25,85
D0,sys/DL/738,FAR,4.1,sys,DL,,,FAR,738,25.0,1,4,26.25,5.00%,1.4645577035735208e-05,1.05,4,Cascaded,2027,1.05,4
D0,sys/DL/738,FAT,4.1,sys,DL,,,FAT,738,67.78,61,90,71.17,5.00%,0.0008933801991798477,64.05,90,Cascaded,2027,64.05,90
D0,sys/DL/738,FCA,4.1,sys,DL,,,FCA,738,85.71,6,7,90.0,5.00%,8.787346221441125e-05,6.3,7,Cascaded,2027,6.3,7
D0,sys/DL/738,FLL,4.1,sys,DL,,,FLL,738,51.59,583,1130,54.17,5.00%,0.008538371411833626,612.15,1130,Cascaded,2027,612.15,1130
D0,sys/DL/738,GCM,4.1,sys,DL,,,GCM,738,80.63,179,222,84.66,5.00%,0.002621558289396602,187.95,222,Cascaded,2027,187.95,222
D0,sys/DL/738,GDL,4.1,sys,DL,,,GDL,738,74.29,26,35,78.0,5.00%,0.0003807850029291154,27.3,35,Cascaded,2027,27.3,35
D0,sys/DL/738,GEG,4.1,sys,DL,,,GEG,738,68.12,156,229,71.53,5.00%,0.0022847100175746923,163.8,229,Cascaded,2027,163.8,229
D0,sys/DL/738,GND,4.1,sys,DL,,,GND,738,68.32,69,101,71.73,5.00%,0.0010105448154657294,72.45,101,Cascaded,2027,72.45,101
D0,sys/DL/738,GPT,4.1,sys,DL,,,GPT,738,50.0,2,4,52.5,5.00%,2.9291154071470417e-05,2.1,4,Cascaded,2027,2.1,4
D0,sys/DL/738,GRB,4.1,sys,DL,,,GRB,738,88.64,281,317,93.08,5.00%,0.004115407147041593,295.05,317,Cascaded,2027,295.05,317
D0,sys/DL/738,GRR,4.1,sys,DL,,,GRR,738,60.0,33,55,63.0,5.00%,0.00048330404217926187,34.65,55,Cascaded,2027,34.65,55
D0,sys/DL/738,GSO,4.1,sys,DL,,,GSO,738,81.1,236,291,85.15,5.00%,0.003456356180433509,247.8,291,Cascaded,2027,247.8,291
D0,sys/DL/738,GSP,4.1,sys,DL,,,GSP,738,73.59,209,284,77.27,5.00%,0.0030609256004686587,219.45,284,Cascaded,2027,219.45,284
D0,sys/DL/738,HAV,4.1,sys,DL,,,HAV,738,77.02,409,531,80.88,5.00%,0.0059900410076157,429.45,531,Cascaded,2027,429.45,531
D0,sys/DL/738,HOU,4.1,sys,DL,,,HOU,738,100.0,1,1,105.0,5.00%,1.4645577035735208e-05,1.05,1,Cascaded,2027,1.05,1
D0,sys/DL/738,HSV,4.1,sys,DL,,,HSV,738,85.14,63,74,89.39,5.00%,0.0009226713532513181,66.15,74,Cascaded,2027,66.15,74
D0,sys/DL/738,IAD,4.1,sys,DL,,,IAD,738,69.05,406,588,72.5,5.00%,0.005946104276508495,426.3,588,Cascaded,2027,426.3,588
D0,sys/DL/738,IAH,4.1,sys,DL,,,IAH,738,71.43,5,7,75.0,5.00%,7.322788517867604e-05,5.25,7,Cascaded,2027,5.25,7
D0,sys/DL/738,IND,4.1,sys,DL,,,IND,738,75.75,456,602,79.53,5.00%,0.006678383128295255,478.8,602,Cascaded,2027,478.8,602
D0,sys/DL/738,JAX,4.1,sys,DL,,,JAX,738,84.38,27,32,88.59,5.00%,0.0003954305799648506,28.35,32,Cascaded,2027,28.35,32
D0,sys/DL/738,JFK,4.1,sys,DL,,,JFK,738,71.09,1517,2134,74.64,5.00%,0.02221734036321031,1592.85,2134,Cascaded,2027,1592.85,2134
D0,sys/DL/738,JNU,4.1,sys,DL,,,JNU,738,89.21,124,139,93.67,5.00%,0.0018160515524311659,130.2,139,Cascaded,2027,130.2,139
D0,sys/DL/738,KIN,4.1,sys,DL,,,KIN,738,76.19,256,336,80.0,5.00%,0.0037492677211482133,268.8,336,Cascaded,2027,268.8,336
D0,sys/DL/738,LAS,4.1,sys,DL,,,LAS,738,66.84,1153,1725,70.18,5.00%,0.016886350322202696,1210.65,1725,Cascaded,2027,1210.65,1725
D0,sys/DL/738,LAX,4.1,sys,DL,,,LAX,738,69.84,4097,5866,73.34,5.00%,0.060002929115407146,4301.85,5866,Cascaded,2027,4301.85,5866
D0,sys/DL/738,LEX,4.1,sys,DL,,,LEX,738,91.67,11,12,96.25,5.00%,0.00016110134739308728,11.55,12,Cascaded,2027,11.55,12
D0,sys/DL/738,LGA,4.1,sys,DL,,,LGA,738,64.24,2289,3563,67.46,5.00%,0.03352372583479789,2403.45,3563,Cascaded,2027,2403.45,3563
D0,sys/DL/738,LIT,4.1,sys,DL,,,LIT,738,71.83,232,323,75.42,5.00%,0.003397773872290568,243.6,323,Cascaded,2027,243.6,323
D0,sys/DL/738,MBJ,4.1,sys,DL,,,MBJ,738,76.06,305,401,79.86,5.00%,0.004466900995899238,320.25,401,Cascaded,2027,320.25,401
D0,sys/DL/738,MCI,4.1,sys,DL,,,MCI,738,73.61,279,379,77.3,5.00%,0.004086115992970123,292.95,379,Cascaded,2027,292.95,379
D0,sys/DL/738,MCO,4.1,sys,DL,,,MCO,738,62.34,475,762,65.45,5.00%,0.006956649091974224,498.75,762,Cascaded,2027,498.75,762
