KPI_Name,parent,node,Tier,sys,ml_dc_1,ml_dc_2,Mo_Nb,dom_int,station,fleet,Baseline,Baseline_Num,Baseline_Den,Goal,Stretch,Contribution,Goal_Num,Goal_Den,Source,Goal_Yr,YTD_Num,YTD_Den
D0,DL/DL/1/I,AUS,6.0,,DL,DL,1,I,AUS,,76.67,23,30,80.5,5.00%,0.003168480506956881,24.15,30,Cascaded,2027,24.15,30
D0,DL/DL/1/I,BCN,6.0,,DL,DL,1,I,BCN,,78.95,30,38,82.89,5.00%,0.004132800661248106,31.5,38,Cascaded,2027,31.5,38
D0,DL/DL/1/I,BDA,6.0,,DL,DL,1,I,BDA,,68.97,20,29,72.41,5.00%,0.0027552004408320707,21.0,29,Cascaded,2027,21.0,29
D0,DL/DL/1/I,BGI,6.0,,DL,DL,1,I,BGI,,62.5,20,32,65.62,5.00%,0.0027552004408320707,21.0,32,Cascaded,2027,21.0,32
D0,DL/DL/1/I,BNA,6.0,,DL,DL,1,I,BNA,,60.0,3,5,63.0,5.00%,0.00041328006612481057,3.15,5,Cascaded,2027,3.15,5
D0,DL/DL/1/I,BNE,6.0,,DL,DL,1,I,BNE,,38.46,5,13,40.38,5.00%,0.0006888001102080177,5.25,13,Cascaded,2027,5.25,13
D0,DL/DL/1/I,BOG,6.0,,DL,DL,1,I,BOG,,56.14,32,57,58.95,5.00%,0.004408320705331313,33.6,57,Cascaded,2027,33.6,57
D0,DL/DL/1/I,BON,6.0,,DL,DL,1,I,BON,,42.86,3,7,45.0,5.00%,0.00041328006612481057,3.15,7,Cascaded,2027,3.15,7
D0,DL/DL/1/I,BOS,6.0,,DL,DL,1,I,BOS,,65.2,148,227,68.46,5.00%,0.020388483262157323,155.4,227,Cascaded,2027,155.4,227
D0,DL/DL/1/I,BRU,6.0,,DL,DL,1,I,BRU,,25.0,1,4,26.25,5.00%,0.00013776002204160352,1.05,4,Cascaded,2027,1.05,4
D0,DL/DL/1/I,BZE,6.0,,DL,DL,1,I,BZE,,68.09,32,47,71.49,5.00%,0.004408320705331313,33.6,47,Cascaded,2027,33.6,47
D0,DL/DL/1/I,CDG,6.0,,DL,DL,1,I,CDG,,29.12,76,261,30.57,5.00%,0.010469761675161868,79.8,261,Cascaded,2027,79.8,261
D0,DL/DL/1/I,CPT,6.0,,DL,DL,1,I,CPT,,33.33,7,21,35.0,5.00%,0.0009643201542912247,7.35,21,Cascaded,2027,7.35,21
D0,DL/DL/1/I,CTG,6.0,,DL,DL,1,I,CTG,,73.33,22,30,77.0,5.00%,0.0030307204849152774,23.1,30,Cascaded,2027,23.099999999999998,30
D0,DL/DL/1/I,CUN,6.0,,DL,DL,1,I,CUN,,43.53,313,719,45.71,5.00%,0.0431188868990219,328.65,719,Cascaded,2027,328.65,719
D0,DL/DL/1/I,CUR,6.0,,DL,DL,1,I,CUR,,55.17,16,29,57.93,5.00%,0.0022041603526656564,16.8,29,Cascaded,2027,16.8,29
D0,DL/DL/1/I,CVG,6.0,,DL,DL,1,I,CVG,,57.14,4,7,60.0,5.00%,0.0005510400881664141,4.2,7,Cascaded,2027,4.2,7
D0,DL/DL/1/I,CZM,6.0,,DL,DL,1,I,CZM,,75.61,31,41,79.39,5.00%,0.004270560683289709,32.55,41,Cascaded,2027,32.55,41
D0,DL/DL/1/I,DSS,6.0,,DL,DL,1,I,DSS,,61.11,11,18,64.17,5.00%,0.0015153602424576387,11.55,18,Cascaded,2027,11.549999999999999,18
D0,DL/DL/1/I,DTW,6.0,,DL,DL,1,I,DTW,,54.24,288,531,56.95,5.00%,0.039674886347981816,302.4,531,Cascaded,2027,302.4,531
D0,DL/DL/1/I,DUB,6.0,,DL,DL,1,I,DUB,,55.26,21,38,58.03,5.00%,0.0028929604628736743,22.05,38,Cascaded,2027,22.05,38
D0,DL/DL/1/I,EDI,6.0,,DL,DL,1,I,EDI,,33.33,1,3,35.0,5.00%,0.00013776002204160352,1.05,3,Cascaded,2027,1.05,3
D0,DL/DL/1/I,EZE,6.0,,DL,DL,1,I,EZE,,36.9,31,84,38.75,5.00%,0.004270560683289709,32.55,84,Cascaded,2027,32.55,84
D0,DL/DL/1/I,FCO,6.0,,DL,DL,1,I,FCO,,63.86,53,83,67.05,5.00%,0.007301281168204987,55.65,83,Cascaded,2027,55.65,83
D0,DL/DL/1/I,FRA,6.0,,DL,DL,1,I,FRA,,62.5,35,56,65.62,5.00%,0.0048216007714561235,36.75,56,Cascaded,2027,36.75,56
D0,DL/DL/1/I,GCM,6.0,,DL,DL,1,I,GCM,,80.0,48,60,84.0,5.00%,0.006612481057996969,50.4,60,Cascaded,2027,50.4,60
D0,DL/DL/1/I,GDL,6.0,,DL,DL,1,I,GDL,,83.78,31,37,87.97,5.00%,0.004270560683289709,32.55,37,Cascaded,2027,32.55,37
D0,DL/DL/1/I,GIG,6.0,,DL,DL,1,I,GIG,,55.0,33,60,57.75,5.00%,0.004546080727372916,34.65,60,Cascaded,2027,34.65,60
D0,DL/DL/1/I,GND,6.0,,DL,DL,1,I,GND,,71.43,15,21,75.0,5.00%,0.002066400330624053,15.75,21,Cascaded,2027,15.75,21
D0,DL/DL/1/I,GRU,6.0,,DL,DL,1,I,GRU,,58.24,53,91,61.15,5.00%,0.007301281168204987,55.65,91,Cascaded,2027,55.65,91
D0,DL/DL/1/I,GUA,6.0,,DL,DL,1,I,GUA,,65.0,26,40,68.25,5.00%,0.0035817605730816917,27.3,40,Cascaded,2027,27.3,40
D0,DL/DL/1/I,HAV,6.0,,DL,DL,1,I,HAV,,90.0,27,30,94.5,5.00%,0.0037195205951232953,28.35,30,Cascaded,2027,28.349999999999998,30
D0,DL/DL/1/I,HND,6.0,,DL,DL,1,I,HND,,53.59,97,181,56.27,5.00%,0.013362722138035542,101.85,181,Cascaded,2027,101.85,181
D0,DL/DL/1/I,HNL,6.0,,DL,DL,1,I,HNL,,80.65,25,31,84.68,5.00%,0.003444000551040088,26.25,31,Cascaded,2027,26.25,31
D0,DL/DL/1/I,ICN,6.0,,DL,DL,1,I,ICN,,69.33,113,163,72.79,5.00%,0.015566882490701199,118.65,163,Cascaded,2027,118.64999999999999,163
D0,DL/DL/1/I,IND,6.0,,DL,DL,1,I,IND,,80.0,4,5,84.0,5.00%,0.0005510400881664141,4.2,5,Cascaded,2027,4.2,5
D0,DL/DL/1/I,JFK,6.0,,DL,DL,1,I,JFK,,59.38,671,1130,62.35,5.00%,0.09243697478991597,704.55,1130,Cascaded,2027,704.55,1130
D0,DL/DL/1/I,JNB,6.0,,DL,DL,1,I,JNB,,57.14,12,21,60.0,5.00%,0.0016531202644992423,12.6,21,Cascaded,2027,12.6,21
D0,DL/DL/1/I,KIN,6.0,,DL,DL,1,I,KIN,,64.52,20,31,67.74,5.00%,0.0027552004408320707,21.0,31,Cascaded,2027,21.0,31
D0,DL/DL/1/I,LAS,6.0,,DL,DL,1,I,LAS,,66.67,6,9,70.0,5.00%,0.0008265601322496211,6.3,9,Cascaded,2027,6.3,9
D0,DL/DL/1/I,LAX,6.0,,DL,DL,1,I,LAX,,62.32,177,284,65.44,5.00%,0.024383523901363825,185.85,284,Cascaded,2027,185.85,284
D0,DL/DL/1/I,LGA,6.0,,DL,DL,1,I,LGA,,63.33,19,30,66.5,5.00%,0.002617440418790467,19.95,30,Cascaded,2027,19.95,30
D0,DL/DL/1/I,LHR,6.0,,DL,DL,1,I,LHR,,63.73,188,295,66.92,5.00%,0.025898884143821462,197.4,295,Cascaded,2027,197.4,295
D0,DL/DL/1/I,LIM,6.0,,DL,DL,1,I,LIM,,68.42,39,57,71.84,5.00%,0.005372640859622538,40.95,57,Cascaded,2027,40.949999999999996,57
D0,DL/DL/1/I,LIR,6.0,,DL,DL,1,I,LIR,,66.36,71,107,69.67,5.00%,0.00978096156495385,74.55,107,Cascaded,2027,74.55,107
D0,DL/DL/1/I,LIS,6.0,,DL,DL,1,I,LIS,,79.41,27,34,83.38,5.00%,0.0037195205951232953,28.35,34,Cascaded,2027,28.349999999999998,34
D0,DL/DL/1/I,LOS,6.0,,DL,DL,1,I,LOS,,0.0,0,46,0.0,0.00%,0.0,0.0,46,Cascaded,2027,0.0,46
D0,DL/DL/1/I,MAD,6.0,,DL,DL,1,I,MAD,,58.7,27,46,61.63,5.00%,0.0037195205951232953,28.35,46,Cascaded,2027,28.349999999999998,46
D0,DL/DL/1/I,MBJ,6.0,,DL,DL,1,I,MBJ,,62.5,100,160,65.62,5.00%,0.013776002204160353,105.0,160,Cascaded,2027,105.0,160
D0,DL/DL/1/I,MCI,6.0,,DL,DL,1,I,MCI,,40.0,2,5,42.0,5.00%,0.00027552004408320705,2.1,5,Cascaded,2027,2.1,5
D0,DL/DL/1/I,MCO,6.0,,DL,DL,1,I,MCO,,55.56,15,27,58.33,5.00%,0.002066400330624053,15.75,27,Cascaded,2027,15.75,27
D0,DL/DL/1/I,MEL,6.0,,DL,DL,1,I,MEL,,46.15,6,13,48.46,5.00%,0.0008265601322496211,6.3,13,Cascaded,2027,6.3,13
D0,DL/DL/1/I,MEX,6.0,,DL,DL,1,I,MEX,,55.95,141,252,58.75,5.00%,0.019424163107866096,148.05,252,Cascaded,2027,148.04999999999998,252
D0,DL/DL/1/I,MIA,6.0,,DL,DL,1,I,MIA,,53.33,16,30,56.0,5.00%,0.0022041603526656564,16.8,30,Cascaded,2027,16.8,30
D0,DL/DL/1/I,MSP,6.0,,DL,DL,1,I,MSP,,64.88,436,672,68.12,5.00%,0.06006336961013914,457.8,672,Cascaded,2027,457.8,672
D0,DL/DL/1/I,MTY,6.0,,DL,DL,1,I,MTY,,86.67,26,30,91.0,5.00%,0.0035817605730816917,27.3,30,Cascaded,2027,27.3,30
D0,DL/DL/1/I,MUC,6.0,,DL,DL,1,I,MUC,,63.16,12,19,66.32,5.00%,0.0016531202644992423,12.6,19,Cascaded,2027,12.6,19
D0,DL/DL/1/I,MXP,6.0,,DL,DL,1,I,MXP,,54.35,25,46,57.07,5.00%,0.003444000551040088,26.25,46,Cascaded,2027,26.25,46
D0,DL/DL/1/I,MZT,6.0,,DL,DL,1,I,MZT,,50.0,2,4,52.5,5.00%,0.00027552004408320705,2.1,4,Cascaded,2027,2.1,4
D0,DL/DL/1/I,NAS,6.0,,DL,DL,1,I,NAS,,77.39,154,199,81.26,5.00%,0.021215043394406944,161.7,199,Cascaded,2027,161.7,199
D0,DL/DL/1/I,PLS,6.0,,DL,DL,1,I,PLS,,67.92,72,106,71.32,5.00%,0.009918721586995454,75.6,106,Cascaded,2027,75.6,106
D0,DL/DL/1/I,POP,6.0,,DL,DL,1,I,POP,,65.22,15,23,68.48,5.00%,0.002066400330624053,15.75,23,Cascaded,2027,15.75,23
D0,DL/DL/1/I,PTY,6.0,,DL,DL,1,I,PTY,,74.29,26,35,78.0,5.00%,0.0035817605730816917,27.3,35,Cascaded,2027,27.3,35
D0,DL/DL/1/I,PUJ,6.0,,DL,DL,1,I,PUJ,,38.97,106,272,40.92,5.00%,0.014602562336409974,111.3,272,Cascaded,2027,111.3,272
D0,DL/DL/1/I,PVG,6.0,,DL,DL,1,I,PVG,,66.67,50,75,70.0,5.00%,0.006888001102080176,52.5,75,Cascaded,2027,52.5,75
D0,DL/DL/1/I,PVR,6.0,,DL,DL,1,I,PVR,,70.0,147,210,73.5,5.00%,0.020250723240115717,154.35,210,Cascaded,2027,154.35,210
D0,DL/DL/1/I,RAK,6.0,,DL,DL,1,I,RAK,,70.59,12,17,74.12,5.00%,0.0016531202644992423,12.6,17,Cascaded,2027,12.6,17
D0,DL/DL/1/I,RDU,6.0,,DL,DL,1,I,RDU,,40.0,2,5,42.0,5.00%,0.00027552004408320705,2.1,5,Cascaded,2027,2.1,5
D0,DL/DL/1/I,RTB,6.0,,DL,DL,1,I,RTB,,53.85,7,13,56.54,5.00%,0.0009643201542912247,7.35,13,Cascaded,2027,7.35,13
D0,DL/DL/1/I,SAL,6.0,,DL,DL,1,I,SAL,,56.67,17,30,59.5,5.00%,0.00234192037470726,17.85,30,Cascaded,2027,17.849999999999998,30
D0,DL/DL/1/I,SAP,6.0,,DL,DL,1,I,SAP,,58.62,17,29,61.55,5.00%,0.00234192037470726,17.85,29,Cascaded,2027,17.849999999999998,29
D0,DL/DL/1/I,SCL,6.0,,DL,DL,1,I,SCL,,69.09,38,55,72.55,5.00%,0.005234880837580934,39.9,55,Cascaded,2027,39.9,55
D0,DL/DL/1/I,SDQ,6.0,,DL,DL,1,I,SDQ,,30.33,37,122,31.84,5.00%,0.005097120815539331,38.85,122,Cascaded,2027,38.85,122
D0,DL/DL/1/I,SEA,6.0,,DL,DL,1,I,SEA,,57.73,168,291,60.62,5.00%,0.023143683702989394,176.4,291,Cascaded,2027,176.4,291
D0,DL/DL/1/I,SJD,6.0,,DL,DL,1,I,SJD,,59.35,165,278,62.32,5.00%,0.02273040363686458,173.25,278,Cascaded,2027,173.25,278
D0,DL/DL/1/I,SJO,6.0,,DL,DL,1,I,SJO,,72.97,54,74,76.62,5.00%,0.007439041190246591,56.7,74,Cascaded,2027,56.699999999999996,74
D0,DL/DL/1/I,SKB,6.0,,DL,DL,1,I,SKB,,50.0,4,8,52.5,5.00%,0.0005510400881664141,4.2,8,Cascaded,2027,4.2,8
D0,DL/DL/1/I,SLC,6.0,,DL,DL,1,I,SLC,,66.13,205,310,69.44,5.00%,0.02824080451852872,215.25,310,Cascaded,2027,215.25,310
D0,DL/DL/1/I,STI,6.0,,DL,DL,1,I,STI,,55.43,51,92,58.21,5.00%,0.00702576112412178,53.55,92,Cascaded,2027,53.55,92
D0,DL/DL/1/I,SVD,6.0,,DL,DL,1,I,SVD,,66.67,14,21,70.0,5.00%,0.0019286403085824494,14.7,21,Cascaded,2027,14.7,21
D0,DL/DL/1/I,SXM,6.0,,DL,DL,1,I,SXM,,46.27,31,67,48.58,5.00%,0.004270560683289709,32.55,67,Cascaded,2027,32.55,67
D0,DL/DL/1/I,SYD,6.0,,DL,DL,1,I,SYD,,79.17,38,48,83.12,5.00%,0.005234880837580934,39.9,48,Cascaded,2027,39.9,48
D0,DL/DL/1/I,TLV,6.0,,DL,DL,1,I,TLV,,68.75,33,48,72.19,5.00%,0.004546080727372916,34.65,48,Cascaded,2027,34.65,48
D0,DL/DL/1/I,TPA,6.0,,DL,DL,1,I,TPA,,37.5,6,16,39.38,5.00%,0.0008265601322496211,6.3,16,Cascaded,2027,6.3,16
D0,DL/DL/1/I,TPE,6.0,,DL,DL,1,I,TPE,,61.29,19,31,64.35,5.00%,0.002617440418790467,19.95,31,Cascaded,2027,19.95,31
D0,DL/DL/1/I,TQO,6.0,,DL,DL,1,I,TQO,,80.0,24,30,84.0,5.00%,0.0033062405289984846,25.2,30,Cascaded,2027,25.2,30
D0,DL/DL/1/I,UIO,6.0,,DL,DL,1,I,UIO,,45.16,14,31,47.42,5.00%,0.0019286403085824494,14.7,31,Cascaded,2027,14.7,31
D0,DL/DL/1/I,UVF,6.0,,DL,DL,1,I,UVF,,65.52,19,29,68.79,5.00%,0.002617440418790467,19.95,29,Cascaded,2027,19.95,29
D0,DL/DL/1/I,VCE,6.0,,DL,DL,1,I,VCE,,76.92,10,13,80.77,5.00%,0.0013776002204160353,10.5,13,Cascaded,2027,10.5,13
D0,DL/DL/1/I,YUL,6.0,,DL,DL,1,I,YUL,,76.39,55,72,80.21,5.00%,0.007576801212288194,57.75,72,Cascaded,2027,57.75,72
D0,DL/DL/1/I,YVR,6.0,,DL,DL,1,I,YVR,,65.52,38,58,68.79,5.00%,0.005234880837580934,39.9,58,Cascaded,2027,39.9,58
D0,DL/DL/1/I,YYC,6.0,,DL,DL,1,I,YYC,,67.65,23,34,71.03,5.00%,0.003168480506956881,24.15,34,Cascaded,2027,24.15,34
D0,DL/DL/1/I,YYZ,6.0,,DL,DL,1,I,YYZ,,42.11,32,76,44.21,5.00%,0.004408320705331313,33.6,76,Cascaded,2027,33.6,76
D0,DL/DL/1/I,ZRH,6.0,,DL,DL,1,I,ZRH,,37.5,9,24,39.38,5.00%,0.0012398401983744318,9.45,24,Cascaded,2027,9.45,24
D0,DL/DL/10/D,ABQ,6.0,,DL,DL,10,D,ABQ,,82.46,94,114,86.58,5.00%,0.0014719238357708809,98.7,114,Cascaded,2027,98.69999999999999,114
D0,DL/DL/10/D,AGS,6.0,,DL,DL,10,D,AGS,,68.18,30,44,71.59,5.00%,0.0004697629263098556,31.5,44,Cascaded,2027,31.499999999999996,44
D0,DL/DL/10/D,ALB,6.0,,DL,DL,10,D,ALB,,69.75,83,119,73.24,5.00%,0.0012996774294572672,87.15,119,Cascaded,2027,87.14999999999999,119
D0,DL/DL/10/D,ANC,6.0,,DL,DL,10,D,ANC,,84.02,184,219,88.22,5.00%,0.002881212614700448,193.2,219,Cascaded,2027,193.2,219
D0,DL/DL/10/D,ATL,6.0,,DL,DL,10,D,ATL,,69.53,14577,20965,73.01,5.00%,0.22825780589395886,15305.85,20965,Cascaded,2027,15305.849999999999,20965
D0,DL/DL/10/D,ATW,6.0,,DL,DL,10,D,ATW,,76.79,43,56,80.62,5.00%,0.0006733268610441264,45.15,56,Cascaded,2027,45.14999999999999,56
D0,DL/DL/10/D,AUS,6.0,,DL,DL,10,D,AUS,,71.25,793,1113,74.81,5.00%,0.012417400018790516,832.65,1113,Cascaded,2027,832.6499999999999,1113
D0,DL/DL/10/D,AVL,6.0,,DL,DL,10,D,AVL,,63.84,143,224,67.03,5.00%,0.0022392032820769785,150.15,224,Cascaded,2027,150.14999999999998,224
D0,DL/DL/10/D,BDL,6.0,,DL,DL,10,D,BDL,,73.1,288,394,76.75,5.00%,0.004509724092574614,302.4,394,Cascaded,2027,302.4,394
D0,DL/DL/10/D,BGR,6.0,,DL,DL,10,D,BGR,,25.0,1,4,26.25,5.00%,1.565876421032852e-05,1.05,4,Cascaded,2027,1.0499999999999998,4
D0,DL/DL/10/D,BHM,6.0,,DL,DL,10,D,BHM,,82.11,234,285,86.21,5.00%,0.0036641508252168737,245.7,285,Cascaded,2027,245.69999999999996,285
D0,DL/DL/10/D,BIL,6.0,,DL,DL,10,D,BIL,,93.55,58,62,98.23,5.00%,0.0009082083241990542,60.9,62,Cascaded,2027,60.89999999999999,62
D0,DL/DL/10/D,BIS,6.0,,DL,DL,10,D,BIS,,73.08,19,26,76.73,5.00%,0.0002975165199962419,19.95,26,Cascaded,2027,19.949999999999996,26
D0,DL/DL/10/D,BNA,6.0,,DL,DL,10,D,BNA,,74.56,630,845,78.28,5.00%,0.009865021452506968,661.5,845,Cascaded,2027,661.4999999999999,845
D0,DL/DL/10/D,BOI,6.0,,DL,DL,10,D,BOI,,77.72,157,202,81.61,5.00%,0.002458425981021578,164.85,202,Cascaded,2027,164.84999999999997,202
D0,DL/DL/10/D,BOS,6.0,,DL,DL,10,D,BOS,,57.86,1303,2252,60.75,5.00%,0.020403369766058062,1368.15,2252,Cascaded,2027,1368.1499999999999,2252
D0,DL/DL/10/D,BTR,6.0,,DL,DL,10,D,BTR,,74.63,50,67,78.36,5.00%,0.0007829382105164261,52.5,67,Cascaded,2027,52.49999999999999,67
D0,DL/DL/10/D,BTV,6.0,,DL,DL,10,D,BTV,,75.0,27,36,78.75,5.00%,0.00042278663367887004,28.35,36,Cascaded,2027,28.349999999999998,36
D0,DL/DL/10/D,BUF,6.0,,DL,DL,10,D,BUF,,66.9,97,145,70.24,5.00%,0.0015189001284018665,101.85,145,Cascaded,2027,101.84999999999998,145
D0,DL/DL/10/D,BUR,6.0,,DL,DL,10,D,BUR,,62.26,33,53,65.38,5.00%,0.0005167392189408412,34.65,53,Cascaded,2027,34.65,53
D0,DL/DL/10/D,BWI,6.0,,DL,DL,10,D,BWI,,73.55,356,484,77.23,5.00%,0.005574520058876953,373.8,484,Cascaded,2027,373.79999999999995,484
D0,DL/DL/10/D,BZN,6.0,,DL,DL,10,D,BZN,,82.58,128,155,86.71,5.00%,0.0020043218189220507,134.4,155,Cascaded,2027,134.39999999999998,155
D0,DL/DL/10/D,CAE,6.0,,DL,DL,10,D,CAE,,68.55,109,159,71.98,5.00%,0.0017068052989258088,114.45,159,Cascaded,2027,114.44999999999999,159
D0,DL/DL/10/D,CHA,6.0,,DL,DL,10,D,CHA,,59.44,85,143,62.41,5.00%,0.0013309949578779242,89.25,143,Cascaded,2027,89.24999999999999,143
D0,DL/DL/10/D,CHO,6.0,,DL,DL,10,D,CHO,,82.69,43,52,86.83,5.00%,0.0006733268610441264,45.15,52,Cascaded,2027,45.14999999999999,52
D0,DL/DL/10/D,CHS,6.0,,DL,DL,10,D,CHS,,71.37,329,461,74.93,5.00%,0.005151733425198084,345.45,461,Cascaded,2027,345.44999999999993,461
D0,DL/DL/10/D,CID,6.0,,DL,DL,10,D,CID,,87.1,27,31,91.45,5.00%,0.00042278663367887004,28.35,31,Cascaded,2027,28.349999999999998,31
D0,DL/DL/10/D,CLE,6.0,,DL,DL,10,D,CLE,,71.24,213,299,74.8,5.00%,0.003335316776799975,223.65,299,Cascaded,2027,223.64999999999998,299
D0,DL/DL/10/D,CLT,6.0,,DL,DL,10,D,CLT,,77.17,382,495,81.03,5.00%,0.005981647928345495,401.1,495,Cascaded,2027,401.09999999999997,495
D0,DL/DL/10/D,CMH,6.0,,DL,DL,10,D,CMH,,84.21,272,323,88.42,5.00%,0.004259183865209358,285.6,323,Cascaded,2027,285.59999999999997,323
D0,DL/DL/10/D,COS,6.0,,DL,DL,10,D,COS,,86.79,46,53,91.13,5.00%,0.000720303153675112,48.3,53,Cascaded,2027,48.3,53
D0,DL/DL/10/D,CVG,6.0,,DL,DL,10,D,CVG,,77.48,523,675,81.36,5.00%,0.008189533682001817,549.15,675,Cascaded,2027,549.15,675
D0,DL/DL/10/D,DAB,6.0,,DL,DL,10,D,DAB,,82.11,101,123,86.22,5.00%,0.0015815351852431806,106.05,123,Cascaded,2027,106.04999999999998,123
D0,DL/DL/10/D,DAL,6.0,,DL,DL,10,D,DAL,,62.35,106,170,65.47,5.00%,0.0016598290062948232,111.3,170,Cascaded,2027,111.29999999999998,170
D0,DL/DL/10/D,DAY,6.0,,DL,DL,10,D,DAY,,84.93,124,146,89.18,5.00%,0.0019416867620807366,130.2,146,Cascaded,2027,130.2,146
D0,DL/DL/10/D,DCA,6.0,,DL,DL,10,D,DCA,,74.31,596,802,78.03,5.00%,0.009332623469355799,625.8,802,Cascaded,2027,625.8,802
D0,DL/DL/10/D,DEN,6.0,,DL,DL,10,D,DEN,,69.68,710,1019,73.16,5.00%,0.01111772258933325,745.5,1019,Cascaded,2027,745.4999999999999,1019
D0,DL/DL/10/D,DFW,6.0,,DL,DL,10,D,DFW,,66.25,693,1046,69.57,5.00%,0.010851523597757665,727.65,1046,Cascaded,2027,727.6499999999999,1046
D0,DL/DL/10/D,DJT,6.0,,DL,DL,10,D,DJT,,65.67,350,533,68.95,5.00%,0.005480567473614983,367.5,533,Cascaded,2027,367.49999999999994,533
D0,DL/DL/10/D,DSM,6.0,,DL,DL,10,D,DSM,,85.71,102,119,90.0,5.00%,0.001597193949453509,107.1,119,Cascaded,2027,107.09999999999998,119
D0,DL/DL/10/D,DTW,6.0,,DL,DL,10,D,DTW,,74.32,3979,5354,78.03,5.00%,0.06230622279289719,4177.95,5354,Cascaded,2027,4177.95,5354
D0,DL/DL/10/D,ECP,6.0,,DL,DL,10,D,ECP,,68.66,138,201,72.09,5.00%,0.002160909461025336,144.9,201,Cascaded,2027,144.89999999999998,201
D0,DL/DL/10/D,ELP,6.0,,DL,DL,10,D,ELP,,77.42,48,62,81.29,5.00%,0.000751620682095769,50.4,62,Cascaded,2027,50.39999999999999,62
D0,DL/DL/10/D,EWR,6.0,,DL,DL,10,D,EWR,,57.05,336,589,59.9,5.00%,0.005261344774670383,352.8,589,Cascaded,2027,352.79999999999995,589
D0,DL/DL/10/D,EYW,6.0,,DL,DL,10,D,EYW,,82.93,102,123,87.07,5.00%,0.001597193949453509,107.1,123,Cascaded,2027,107.09999999999998,123
D0,DL/DL/10/D,FAI,6.0,,DL,DL,10,D,FAI,,52.78,19,36,55.42,5.00%,0.0002975165199962419,19.95,36,Cascaded,2027,19.949999999999996,36
D0,DL/DL/10/D,FAR,6.0,,DL,DL,10,D,FAR,,76.74,33,43,80.58,5.00%,0.0005167392189408412,34.65,43,Cascaded,2027,34.65,43
D0,DL/DL/10/D,FCA,6.0,,DL,DL,10,D,FCA,,85.48,53,62,89.76,5.00%,0.0008299145031474116,55.65,62,Cascaded,2027,55.64999999999999,62
D0,DL/DL/10/D,FLL,6.0,,DL,DL,10,D,FLL,,65.17,625,959,68.43,5.00%,0.009786727631455326,656.25,959,Cascaded,2027,656.2499999999999,959
D0,DL/DL/10/D,FSD,6.0,,DL,DL,10,D,FSD,,69.35,43,62,72.82,5.00%,0.0006733268610441264,45.15,62,Cascaded,2027,45.14999999999999,62
D0,DL/DL/10/D,GEG,6.0,,DL,DL,10,D,GEG,,78.73,174,221,82.67,5.00%,0.0027246249725971627,182.7,221,Cascaded,2027,182.7,221
D0,DL/DL/10/D,GNV,6.0,,DL,DL,10,D,GNV,,73.79,107,145,77.48,5.00%,0.0016754877705051517,112.35,145,Cascaded,2027,112.34999999999998,145
D0,DL/DL/10/D,GPT,6.0,,DL,DL,10,D,GPT,,82.76,96,116,86.9,5.00%,0.001503241364191538,100.8,116,Cascaded,2027,100.79999999999998,116
D0,DL/DL/10/D,GRB,6.0,,DL,DL,10,D,GRB,,85.0,51,60,89.25,5.00%,0.0007985969747267545,53.55,60,Cascaded,2027,53.54999999999999,60
D0,DL/DL/10/D,GRR,6.0,,DL,DL,10,D,GRR,,79.29,157,198,83.26,5.00%,0.002458425981021578,164.85,198,Cascaded,2027,164.84999999999997,198
D0,DL/DL/10/D,GSO,6.0,,DL,DL,10,D,GSO,,76.19,192,252,80.0,5.00%,0.003006482728383076,201.6,252,Cascaded,2027,201.59999999999997,252
D0,DL/DL/10/D,GSP,6.0,,DL,DL,10,D,GSP,,79.3,226,285,83.26,5.00%,0.003538880711534246,237.3,285,Cascaded,2027,237.29999999999998,285
D0,DL/DL/10/D,HNL,6.0,,DL,DL,10,D,HNL,,83.03,230,277,87.18,5.00%,0.00360151576837556,241.5,277,Cascaded,2027,241.49999999999997,277
D0,DL/DL/10/D,HOU,6.0,,DL,DL,10,D,HOU,,73.17,90,123,76.83,5.00%,0.001409288778929567,94.5,123,Cascaded,2027,94.49999999999999,123
D0,DL/DL/10/D,HPN,6.0,,DL,DL,10,D,HPN,,56.45,35,62,59.27,5.00%,0.0005480567473614982,36.75,62,Cascaded,2027,36.74999999999999,62
D0,DL/DL/10/D,HRL,6.0,,DL,DL,10,D,HRL,,76.92,20,26,80.77,5.00%,0.0003131752842065704,21.0,26,Cascaded,2027,20.999999999999996,26
D0,DL/DL/10/D,HSV,6.0,,DL,DL,10,D,HSV,,77.89,148,190,81.79,5.00%,0.002317497103128621,155.4,190,Cascaded,2027,155.39999999999998,190
D0,DL/DL/10/D,IAD,6.0,,DL,DL,10,D,IAD,,70.59,180,255,74.12,5.00%,0.002818577557859134,189.0,255,Cascaded,2027,188.99999999999997,255
D0,DL/DL/10/D,IAH,6.0,,DL,DL,10,D,IAH,,66.49,490,737,69.81,5.00%,0.007672794463060975,514.5,737,Cascaded,2027,514.4999999999999,737
D0,DL/DL/10/D,ICT,6.0,,DL,DL,10,D,ICT,,68.1,79,116,71.51,5.00%,0.0012370423726159531,82.95,116,Cascaded,2027,82.94999999999999,116
D0,DL/DL/10/D,IDA,6.0,,DL,DL,10,D,IDA,,66.67,18,27,70.0,5.00%,0.0002818577557859134,18.9,27,Cascaded,2027,18.9,27
